Start	Message	Estimated p1	Estimated p2	PAYOFF	Simulations
0	BEST	     2.74642	     2.29622	           -0.101019	179
1	OK	     2.74828	     2.29541	           -0.538549	474
2	OK	   0.0391096	     3.15616	             -291353	584
3	OK	     1.40287	     2.75514	             -113831	683
4	OK	     2.74516	     2.29675	           -0.733618	993
6	BEST	     2.74803	     2.29562	           -0.058993	1231
7	OK	     3.71504	     1.88103	             -121189	1320
10	OK	     2.74515	     2.29668	           -0.487887	1597
11	OK	   0.0460437	     3.15477	             -290752	1704
12	OK	     2.74639	     2.29628	           -0.296038	2001
13	OK	    0.223841	     3.10476	             -269216	2100
14	OK	     0.72243	     2.96073	             -204845	2190
15	OK	     1.26366	     2.79868	             -132367	2291
16	OK	     3.07103	     2.16859	              -11319	2371
17	OK	     1.20932	     2.81518	             -139549	2462
18	OK	    0.313955	     3.07912	             -257966	2560
19	OK	    0.564089	     3.00728	             -225893	2672
21	OK	    0.301353	     3.08249	             -259449	2781
22	OK	     3.12452	     2.14586	            -15769.6	2990
23	OK	     2.74754	     2.29583	          -0.0873932	3292
24	OK	   0.0305914	     3.15907	             -292579	3397
25	OK	   0.0261961	     3.16013	             -293022	3499
26	OK	     3.19972	     2.11512	            -22992.6	3620
27	OK	    0.583269	     3.00156	             -223312	3718
28	OK	     2.59534	     2.35315	            -2188.67	3860
30	OK	     2.74932	     2.29515	           -0.399491	4056
31	OK	     2.74689	     2.29594	           -0.436445	4307
32	OK	     3.06198	     2.17148	            -10801.7	4390
33	OK	     1.19159	     2.82077	             -141997	4471
34	OK	    0.191421	     3.11406	             -273271	4575
35	OK	     3.51329	     1.97603	            -72466.8	4645
36	OK	    0.984673	     2.88323	             -169780	4737
37	OK	     2.75797	     2.29199	            -11.6979	4922
38	OK	     0.71852	     2.96226	             -205531	5019
39	OK	     1.35345	     2.77071	             -120382	5112
40	OK	      1.2122	     2.81413	             -139095	5200
41	OK	     2.74918	     2.29511	           -0.504388	5508
42	BEST	     2.74725	     2.29592	          -0.0255127	5793
43	OK	     2.74756	     2.29572	           -0.193321	6077
47	OK	    0.277829	      3.0894	             -262492	6177
48	OK	     1.19054	     2.82118	             -142178	6259
49	OK	     3.91886	     1.77758	             -186257	6360
50	OK	      2.0127	     2.55808	            -41828.3	6452
51	OK	   0.0387805	      3.1569	             -291663	6544
52	OK	           0	      3.1771	             -308396	6637
53	OK	   0.0758505	     3.14645	             -287210	6736
54	OK	     1.32277	     2.78002	             -124351	6831
56	OK	           0	     3.17807	             -310562	6915
57	OK	     2.74836	      2.2954	           -0.402001	7120
59	OK	     1.41753	      2.7506	             -111934	7193
60	OK	           0	     3.17043	             -298132	7273
62	OK	     2.40594	     2.42188	            -10304.7	7354
63	OK	     2.88393	     2.24294	            -1926.63	7634
64	OK	     0.43033	     3.04557	             -243073	7738
65	BEST	     2.74751	      2.2958	         -0.00168669	7975
66	OK	     1.09729	     2.84909	             -154514	8075
67	OK	    0.871111	     2.91728	             -185147	8169
68	OK	      2.7489	     2.29519	           -0.573877	8484
69	OK	     1.77441	       2.637	            -67715.4	8567
70	OK	     2.74682	      2.2961	           -0.105746	8857
71	OK	     2.74721	     2.29601	           -0.428862	9142
72	OK	           0	     3.17677	             -307688	9227
73	OK	     2.74654	     2.29604	           -0.817363	9405
74	OK	     2.74639	     2.29629	           -0.302924	9690
75	OK	    0.372353	     3.06225	             -250498	9778
77	OK	    0.413376	     3.05027	             -245180	9871
78	OK	     2.74978	     2.29493	           -0.571584	10158
79	OK	           0	     3.16977	             -297552	10235
80	OK	   0.0389286	     3.15679	             -291610	10348
81	OK	   0.0497535	     3.15367	             -290283	10429
82	OK	     2.14548	     2.51337	            -29455.1	10544
84	OK	     2.74898	     2.29518	           -0.448559	10842
85	OK	      3.1589	     2.13232	            -18788.7	10909
86	OK	    0.384136	     3.05878	             -248960	10998
87	OK	    0.782926	     2.94362	             -197090	11094
88	OK	     2.74724	     2.29593	          -0.0474105	11377
89	OK	    0.933448	      2.8989	             -176843	11477
90	OK	    0.150493	     3.12551	             -278223	11562
91	OK	     1.09859	      2.8491	             -154514	11664
93	OK	     1.24176	     2.80522	             -135206	11751
94	OK	     2.74713	     2.29605	           -0.561873	11968
95	OK	     3.02468	     2.18671	            -8296.48	12044
96	OK	     1.04474	     2.86504	             -161625	12149
98	OK	   0.0479825	     3.15437	             -290587	12240
99	OK	    0.103083	     3.13882	             -283946	12348
100	OK	           0	     3.17712	             -308424	12432
101	OK	     2.75327	     2.29411	            -14.2527	12514
102	OK	    0.741442	      2.9551	             -202293	12612
103	OK	    0.173889	     3.11892	             -275375	12720
104	OK	     1.18027	     2.82421	             -143506	12816
105	OK	     2.74839	     2.29538	           -0.451067	13097
108	OK	     1.80866	     2.62576	              -63748	13181
109	OK	           0	     3.17645	             -307032	13252
110	OK	     2.74877	     2.29525	           -0.469345	13568
111	OK	     2.80607	     2.27333	            -346.065	13695
112	OK	     0.15091	     3.12498	             -277994	13796
113	OK	     2.74833	      2.2954	           -0.506849	14102
114	OK	     1.05683	     2.86151	             -160044	14203
116	OK	     1.97263	     2.57144	            -45870.2	14293
117	OK	     3.30283	     2.07019	            -35990.4	14392
118	OK	      1.2494	     2.80309	             -134280	14486
119	OK	     2.88569	     2.24198	            -2004.01	14570
120	OK	    0.907471	     2.90626	             -180162	14671
121	OK	    0.732557	     2.95769	             -203468	14767
122	OK	    0.560717	     3.00848	             -226439	14873
124	OK	    0.266969	     3.09219	             -263716	14977
125	OK	     3.46041	     2.00066	            -61740.7	15041
126	OK	     2.74778	     2.29569	          -0.0165206	15261
127	OK	    0.638835	     2.98556	             -216084	15350
129	OK	   0.0302081	     3.15922	             -292642	15436
130	OK	     2.74724	     2.29598	           -0.276812	15711
131	OK	   0.0512721	     3.15347	             -290207	15822
132	OK	     2.74724	     2.29593	          -0.0547667	16086
133	OK	   0.0348315	     3.15755	             -291931	16195
134	OK	     2.75362	     2.29303	            -14.7035	16482
135	OK	     2.74545	      2.2966	           -0.392626	16815
136	OK	     2.74823	     2.29543	           -0.491641	17121
137	OK	           0	     3.17694	             -308042	17203
138	OK	     2.74546	      2.2966	           -0.393166	17513
139	OK	    0.984382	     2.88346	             -169883	17615
140	OK	      2.8231	     2.26686	            -574.862	17719
141	OK	    0.696091	     2.96883	             -208507	17821
142	OK	     1.09962	      2.8485	             -154246	17925
143	OK	    0.316242	     3.07865	             -257768	18014
144	OK	     2.74721	     2.29589	          -0.0303285	18194
145	OK	      2.7478	      2.2955	            -1.80313	18471
146	OK	     2.74964	     2.29497	           -0.531275	18675
147	OK	     1.20649	     2.81613	             -139962	18765
148	OK	     2.74646	     2.29624	           -0.167202	18959
149	OK	    0.692611	     2.96972	             -208911	19059
150	OK	     2.74506	     2.29664	           -0.813461	19372
151	OK	    0.260492	     3.09445	             -264710	19468
153	OK	   0.0214979	     3.16114	             -293460	19569
154	OK	     3.66556	     1.90405	             -108354	19656
155	OK	    0.827621	     2.92975	             -190802	19746
156	OK	     1.47197	     2.73379	             -104982	19840
157	OK	   0.0290636	     3.15963	             -292819	19934
159	OK	     2.74713	     2.29598	          -0.0687985	20221
160	OK	    0.023784	     3.16058	             -293220	20309
161	OK	     1.34067	     2.77484	             -122135	20402
162	OK	     2.74704	     2.29601	          -0.0683107	20680
164	OK	      2.7475	     2.29597	            -1.26115	20956
165	OK	    0.231738	     3.10234	             -268157	21047
166	OK	    0.434745	     3.04412	             -242434	21137
168	OK	   0.0471144	     3.15414	             -290485	21225
169	OK	     2.60424	     2.34968	            -1932.04	21315
170	OK	     2.74726	     2.29591	          -0.0222582	21602
171	OK	     2.84221	      2.2595	            -906.181	21742
172	OK	   0.0150441	     3.16329	             -294362	21842
173	OK	     2.74746	     2.29592	           -0.455569	22134
174	OK	     2.74565	     2.29651	           -0.298203	22346
175	OK	     3.13106	     2.14345	            -16284.4	22432
176	OK	     2.74766	     2.29575	         -0.00844897	22669
178	OK	     2.74571	     2.29648	           -0.272547	22923
180	OK	     2.74581	     2.29641	           -0.296154	23123
181	OK	     2.74875	     2.29526	           -0.458909	23437
182	OK	     2.74619	     2.29628	           -0.154989	23748
183	OK	   0.0424806	     3.15572	             -291156	23852
185	OK	      0.2261	     3.10414	             -268947	23933
187	OK	     2.74716	     2.29591	          -0.0274537	24119
188	OK	     3.25162	     2.09298	            -29033.9	24240
189	OK	     2.59003	     2.35483	            -2315.54	24319
190	OK	    0.988784	     2.88202	             -169237	24417
191	OK	     2.74739	     2.29592	           -0.276064	24720
192	OK	    0.158101	     3.12296	             -277118	24815
194	OK	     2.74576	     2.29638	           -0.558775	25126
197	OK	      2.7476	     2.29597	             -2.0405	25422
198	OK	     0.17439	     3.11842	             -275154	25521
199	OK	      2.7459	     2.29645	           -0.300786	25814
201	OK	     2.74548	     2.29659	           -0.393602	26140
202	OK	     1.19019	     2.82093	             -142068	26251
203	OK	     1.20626	     2.81604	             -139928	26358
206	OK	     2.74739	     2.29592	           -0.286034	26660
207	OK	     1.33018	      2.7781	             -123523	26760
208	OK	     2.02593	      2.5539	            -40597.9	26853
209	OK	     1.98896	     2.56622	            -44271.9	26944
211	OK	     3.34399	      2.0522	            -42004.2	27024
213	OK	   0.0192844	     3.16171	             -293705	27123
214	OK	     2.74824	     2.29543	           -0.515358	27405
215	OK	    0.106996	     3.13766	             -283447	27510
216	OK	  0.00938122	     3.16517	             -295162	27601
217	OK	    0.045688	     3.15441	             -290604	27707
218	OK	     2.74891	     2.29523	           -0.309009	27898
219	OK	     3.56282	     1.95331	            -83067.9	27978
221	OK	     2.32644	     2.45035	            -15303.2	28066
222	OK	   0.0376352	     3.15702	             -291705	28168
223	OK	     2.74709	     2.29595	         -0.00967117	28380
224	OK	      2.7457	      2.2965	           -0.289849	28540
225	OK	           0	     3.17086	             -298548	28623
226	OK	     2.74629	     2.29635	           -0.468515	28829
227	OK	     2.74829	     2.29541	           -0.496756	29123
228	OK	   0.0507247	     3.15347	             -290201	29229
229	OK	     1.22395	     2.81044	             -137486	29320
230	OK	     3.00724	     2.19435	            -7164.68	29393
231	OK	      1.1318	     2.83932	             -150185	29479
232	OK	     2.74758	     2.29575	          -0.0264748	29769
233	OK	     2.98338	     2.20383	            -5877.08	29855
234	OK	      2.7484	     2.29537	           -0.527746	30162
235	OK	     1.23552	     2.80732	             -136119	30271
237	OK	      1.3075	     2.78471	             -126361	30375
238	OK	     2.74728	     2.29592	          -0.0508269	30640
239	OK	     2.74768	     2.29573	         -0.00910122	30927
240	OK	    0.805636	     2.93685	             -194019	31026
241	OK	     2.74712	     2.29595	         -0.00798876	31259
242	OK	     1.24285	     2.80498	             -135102	31360
243	OK	   0.0294341	     3.15956	             -292793	31449
244	OK	     1.88566	      2.6004	            -55123.3	31526
245	OK	  0.00561242	     3.16568	             -295375	31609
246	OK	           0	     3.17567	             -305502	31667
247	OK	    0.760951	      2.9495	             -199750	31757
249	OK	     1.05867	     2.86123	             -159920	31865
250	OK	     1.88061	     2.60236	              -55775	31947
252	OK	      1.2729	     2.79589	             -131165	32044
253	OK	     3.25571	     2.09135	            -29510.2	32153
254	OK	     3.01216	     2.19164	            -7560.39	32240
256	OK	      0.6113	     2.99373	             -219779	32335
257	OK	      2.7472	     2.29601	            -0.40183	32604
258	OK	     0.74889	     2.95313	             -201391	32688
260	OK	     0.91969	     2.90234	             -178403	32790
263	OK	      1.9842	     2.56777	            -44743.6	32877
264	OK	    0.846106	     2.92465	             -188484	32976
266	OK	           0	     3.17267	             -300677	33046
267	OK	     1.04548	     2.86507	             -161634	33150
268	OK	           0	     3.16888	             -296892	33226
269	OK	    0.403797	     3.05296	             -246381	33320
272	OK	    0.389925	     3.05755	             -248417	33427
274	OK	     2.74973	     2.29495	           -0.547061	33715
275	OK	     2.74827	     2.29542	           -0.489917	33998
276	OK	           0	     3.17069	             -298378	34079
277	OK	     2.74755	      2.2959	           -0.647053	34251
279	OK	     2.76212	     2.29067	            -27.5799	34344
281	OK	     2.97248	     2.20805	            -5343.42	34429
282	OK	     2.74839	     2.29538	           -0.510356	34720
283	OK	    0.135609	     3.12967	             -280015	34821
284	OK	    0.939343	     2.89671	             -175854	34912
285	OK	     2.74777	     2.29596	            -3.12791	35202
286	OK	    0.287627	     3.08638	             -261162	35298
288	OK	     2.74586	     2.29646	           -0.311502	35607
289	OK	     3.69264	     1.89178	             -115109	35694
290	OK	    0.821384	     2.93173	             -191694	35780
291	OK	    0.637977	      2.9855	             -216058	35895
292	OK	     2.77285	     2.28657	            -68.2258	35973
293	OK	     1.23205	     2.80806	             -136446	36060
294	OK	    0.200518	     3.11137	             -272095	36142
295	OK	     1.59203	     2.69574	            -89729.2	36231
296	OK	    0.576119	     3.00407	             -224457	36335
298	OK	      3.3741	     2.03907	            -46679.3	36400
299	OK	     2.74829	     2.29542	           -0.445303	36692
300	OK	   0.0406464	      3.1559	             -291236	36795
301	OK	     2.53845	     2.37389	            -4025.26	36886
302	OK	     3.16587	     2.12898	            -19562.1	36978
303	OK	     2.74862	     2.29537	           -0.154688	37149
304	OK	      2.7488	     2.29523	           -0.499726	37438
305	OK	   0.0815919	     3.14449	             -286373	37526
307	OK	     1.20859	     2.81586	             -139853	37634
308	OK	      2.7472	       2.296	           -0.362489	37898
310	OK	     3.52757	     1.96973	            -75333.2	37979
311	OK	    0.922906	      2.9018	             -178150	38083
312	OK	     2.76975	     2.28753	             -49.523	38239
314	OK	     2.29626	     2.46055	            -17308.6	38317
316	OK	     2.74704	     2.29601	          -0.0676066	38616
317	OK	     3.02092	     2.18884	            -7973.06	38703
318	OK	    0.750785	     2.95273	             -201212	38802
319	OK	      1.1458	     2.83473	             -148142	38900
320	OK	    0.393327	     3.05644	             -247917	39004
323	OK	     1.01451	     2.87452	             -165868	39101
325	OK	     1.01054	     2.87549	             -166304	39197
326	OK	     3.66753	     1.90394	             -108403	39278
327	OK	     2.74873	     2.29527	           -0.449167	39572
328	OK	           0	     3.16956	             -297382	39652
329	OK	     1.13058	      2.8395	             -150256	39749
330	OK	     3.32611	     2.06066	            -39114.9	39833
332	OK	     1.27208	     2.79619	             -131294	39935
334	OK	   0.0402597	     3.15633	             -291413	40040
335	OK	    0.497992	     3.02611	             -234363	40130
336	OK	    0.574484	      3.0039	             -224372	40230
337	OK	    0.357404	     3.06632	             -252312	40322
338	OK	     2.74878	     2.29524	           -0.489368	40647
339	OK	   0.0142721	     3.16383	             -294598	40738
340	OK	     2.74737	     2.29593	           -0.277854	40957
341	OK	           0	     3.16971	             -297504	41034
342	OK	     2.75018	      2.2948	           -0.762452	41282
344	OK	    0.726287	     2.95971	             -204376	41367
345	OK	     2.73113	     2.30167	            -29.2831	41453
348	OK	     2.74842	     2.29537	           -0.498591	41746
349	OK	    0.952876	     2.89277	             -174076	41824
350	OK	     2.74729	     2.29583	            -0.13429	42110
351	OK	     0.59915	     2.99737	             -221428	42209
352	OK	      1.0581	     2.86155	             -160069	42300
353	OK	     2.74931	     2.29507	           -0.503323	42597
354	OK	     3.68286	     1.89644	             -112517	42679
355	OK	     2.74753	     2.29573	           -0.156845	42954
356	OK	    0.262442	     3.09352	             -264300	43051
357	OK	     2.74585	     2.29636	           -0.444413	43357
358	OK	     2.74834	      2.2954	           -0.441924	43660
359	OK	     2.09065	     2.53169	            -34300.4	43746
360	OK	     2.74831	      2.2954	           -0.529441	44039
361	OK	     1.33099	     2.77807	             -123515	44129
362	OK	     1.39588	     2.75732	             -114744	44223
363	OK	     0.30691	     3.08086	             -258733	44306
364	OK	    0.416134	     3.04967	             -244905	44408
365	OK	    0.630595	     2.98786	             -217120	44506
366	OK	     2.74816	     2.29546	           -0.452724	44793
367	OK	  0.00590474	     3.16609	             -295549	44899
368	OK	     1.23227	     2.80835	             -136567	45000
369	OK	    0.167636	     3.12077	             -276179	45077
372	OK	   0.0984682	     3.13956	             -284270	45145
373	OK	     2.74738	     2.29583	           -0.008939	45410
374	OK	     1.52708	     2.71638	            -97920.2	45498
375	OK	     2.18339	     2.49999	            -26107.6	45587
376	OK	     3.77429	     1.85121	             -138742	45655
377	OK	     2.74851	     2.29533	           -0.513482	45955
379	OK	     0.17464	     3.11868	             -275270	46052
380	OK	  0.00175961	     3.16698	             -295918	46156
381	OK	    0.965299	     2.88908	             -172414	46256
382	OK	      2.7481	      2.2955	           -0.318222	46525
386	OK	     2.74752	     2.29581	          -0.0095868	46723
387	OK	  0.00667426	     3.16565	             -295355	46829
388	OK	     2.74639	     2.29628	           -0.292939	47129
389	OK	    0.107347	     3.13712	             -283221	47228
390	OK	           0	     3.17612	             -306373	47300
392	OK	    0.194654	     3.11294	             -272776	47408
393	OK	      1.1357	     2.83793	             -149559	47497
394	OK	     2.74828	     2.29542	           -0.441341	47780
395	OK	    0.432475	     3.04524	             -242929	47883
396	OK	    0.336266	     3.07267	             -255118	47983
397	OK	           0	     3.17714	             -308471	48067
399	OK	       2.747	     2.29604	           -0.135432	48254
400	OK	     1.00497	      2.8773	             -167117	48357
401	OK	    0.565081	      3.0066	             -225591	48452
402	OK	    0.478002	     3.03224	             -237113	48551
403	OK	      1.0765	      2.8553	             -157282	48648
406	OK	     2.44008	     2.40934	            -8401.51	48746
407	OK	           0	     3.17029	             -298004	48835
411	OK	     1.12413	     2.84108	             -150956	48938
412	OK	   0.0337949	     3.15812	             -292174	49026
413	OK	   0.0207823	     3.16154	             -293623	49125
414	OK	           0	     3.17145	             -299177	49208
415	OK	     1.06994	     2.85781	             -158395	49302
416	OK	    0.143065	     3.12721	             -278954	49399
418	OK	    0.721429	     2.96128	             -205086	49504
419	OK	     2.74844	     2.29536	            -0.52625	49810
420	OK	     2.66522	     2.32672	            -641.915	49887
422	OK	    0.152784	     3.12447	             -277772	49969
424	OK	           0	     3.16996	             -297712	50045
425	OK	    0.171394	     3.11968	             -275704	50134
426	OK	           0	      3.1675	             -296139	50218
428	OK	           0	     3.17144	             -299166	50292
429	OK	      2.7464	     2.29628	           -0.285931	50591
430	OK	     3.51802	       1.974	            -73381.8	50674
431	OK	    0.307518	     3.08052	             -258588	50775
432	OK	    0.237485	     3.10081	             -267490	50865
433	OK	      0.0315	      3.1587	             -292420	50944
434	OK	    0.558688	     3.00835	             -226387	51050
436	OK	     2.74828	     2.29541	           -0.530082	51326
437	OK	   0.0450021	     3.15509	             -290891	51426
439	OK	    0.613491	      2.9932	             -219544	51516
440	OK	      0.3371	     3.07241	             -255002	51601
441	OK	   0.0232028	     3.16089	             -293345	51710
442	OK	     2.74837	     2.29539	            -0.51193	51977
444	OK	    0.228889	     3.10334	             -268597	52084
447	OK	     2.74876	     2.29526	           -0.463504	52382
448	OK	      1.4375	     2.74446	             -109379	52481
449	OK	     1.20373	     2.81675	             -140240	52583
451	OK	   0.0162505	     3.16278	             -294148	52684
452	OK	     2.74512	      2.2967	           -0.496666	52938
453	OK	    0.508265	     3.02333	             -233114	53024
454	OK	    0.491872	     3.02794	             -235182	53131
455	OK	     2.32582	     2.45028	            -15286.4	53206
456	OK	     1.02039	     2.87271	             -165059	53300
458	OK	      1.3507	     2.77183	             -120858	53395
461	OK	     1.37381	     2.76451	             -117757	53472
462	OK	      2.7459	     2.29645	           -0.301251	53768
463	OK	     1.04813	     2.86418	             -161238	53857
465	OK	     2.43631	     2.41097	            -8635.34	53948
466	OK	           0	     3.16803	             -296388	54039
467	OK	     2.74871	     2.29526	           -0.596672	54301
468	OK	     2.74741	     2.29582	           -0.021801	54590
469	OK	           0	     3.17219	             -300053	54655
470	OK	      1.3157	     2.78238	             -125354	54763
473	OK	           0	      3.1718	             -299586	54828
474	OK	     2.74841	     2.29537	           -0.491122	55101
475	OK	     1.49324	      2.7273	             -102337	55186
476	OK	    0.798007	     2.93893	             -194954	55280
477	OK	     1.36315	     2.76793	             -119203	55387
478	OK	     2.74827	     2.29549	           -0.100965	55651
479	OK	     3.35088	     2.04918	            -43057.8	55725
480	OK	    0.505179	     3.02444	             -233614	55830
481	OK	     2.74922	      2.2951	           -0.507154	56101
483	OK	     2.74549	     2.29658	           -0.373181	56390
484	OK	    0.677971	     2.97413	             -210911	56485
485	OK	     2.49628	     2.38937	            -5748.16	56574
486	OK	    0.714826	     2.96344	             -206067	56671
487	OK	       2.749	     2.29523	           -0.259218	56964
488	OK	           0	      3.1747	             -303751	57046
490	OK	     2.74752	     2.29584	          -0.0827803	57333
491	OK	     1.19402	      2.8202	             -141752	57432
492	OK	    0.461683	      3.0365	             -239021	57551
493	OK	     1.90883	     2.59285	              -52647	57635
494	OK	    0.934864	     2.89842	             -176626	57743
496	OK	     2.74749	     2.29576	           -0.107303	58025
497	OK	    0.209393	     3.10891	             -271027	58132
498	OK	     1.03212	     2.86911	             -163445	58242
499	OK	     1.60797	     2.69058	            -87720.1	58326
501	OK	    0.611304	     2.99377	             -219801	58427
502	OK	           0	     3.17426	             -303022	58496
504	OK	      2.0746	     2.53682	            -35724.1	58582
505	OK	     3.80691	     1.83469	             -148900	58661
506	OK	     2.44762	     2.40691	            -8050.61	58730
507	OK	     2.74768	     2.29597	            -2.57483	59008
509	OK	   0.0570504	      3.1514	             -289319	59085
510	OK	     3.41012	      2.0236	              -52501	59205
511	OK	    0.282858	     3.08773	             -261755	59297
512	OK	     2.74815	     2.29548	            -0.38846	59587
513	OK	     2.74819	     2.29546	           -0.440773	59868
514	OK	     1.08024	     2.85416	             -156773	59951
515	OK	     2.74873	     2.29527	           -0.442071	60262
517	OK	   0.0581621	      3.1513	             -289277	60341
518	OK	     2.74876	     2.29525	           -0.469137	60651
520	OK	    0.794012	     2.94026	             -195561	60755
522	OK	     2.74514	     2.29668	           -0.489459	61034
523	OK	      2.7464	     2.29623	          -0.0977132	61369
524	OK	     3.43978	     2.01004	            -57873.3	61453
526	OK	    0.316481	     3.07865	             -257770	61555
528	OK	     2.74917	     2.29511	           -0.536423	61829
529	OK	       0.003	     3.16651	             -295722	61940
530	OK	   0.0907577	     3.14215	             -285371	62027
531	OK	     3.29338	     2.07506	            -34443.2	62152
532	OK	    0.675388	     2.97491	             -211261	62240
535	OK	     2.74545	      2.2966	           -0.388848	62547
536	OK	     2.97036	     2.20891	            -5238.59	62634
537	OK	     1.62276	     2.68635	            -86085.5	62718
539	OK	    0.644382	     2.98373	             -215255	62818
540	OK	     2.74781	      2.2957	          -0.0232689	63134
541	OK	     2.74667	      2.2961	           -0.061634	63330
543	OK	    0.474299	     3.03323	             -237553	63423
544	OK	     2.74639	     2.29628	           -0.286431	63692
546	OK	     3.90655	     1.78346	             -182245	63778
547	OK	     2.74837	     2.29538	           -0.517435	64073
548	OK	     2.74804	     2.29549	           -0.615284	64360
550	OK	     1.09935	     2.84891	             -154429	64464
551	OK	    0.496584	     3.02684	             -234693	64565
552	OK	     2.74833	      2.2954	           -0.488934	64856
553	OK	     2.89449	     2.23902	            -2223.89	64948
554	OK	   0.0284093	     3.15977	             -292877	65054
556	OK	   0.0589232	     3.15119	             -289232	65175
559	OK	     2.74537	     2.29663	            -0.41564	65428
560	OK	   0.0511088	     3.15339	             -290170	65525
561	OK	     2.74527	     2.29663	            -0.43486	65813
562	OK	    0.912276	     2.90499	             -179591	65912
563	OK	           0	     3.17654	             -307220	65981
564	OK	     2.74584	     2.29647	           -0.315331	66296
565	OK	     2.74846	     2.29535	           -0.530544	66596
566	OK	     2.74875	      2.2953	           -0.243137	66821
567	OK	     3.79032	     1.84308	             -143703	66884
568	OK	     2.74921	      2.2951	           -0.503734	67194
570	OK	     2.74724	     2.29593	          -0.0534061	67397
571	OK	     2.94398	     2.21894	            -4099.26	67477
572	OK	     2.74773	     2.29569	          -0.0611049	67744
573	OK	           0	     3.16754	             -296155	67821
576	OK	           0	     3.17507	             -304398	67901
577	OK	     1.32279	     2.78049	             -124547	67985
579	OK	     2.74598	     2.29642	           -0.282921	68298
580	OK	    0.170093	      3.1194	             -275586	68388
581	OK	    0.630806	      2.9881	             -217240	68485
582	OK	     2.74734	     2.29597	           -0.555319	68687
583	OK	     2.74725	     2.29592	          -0.0257331	68936
584	OK	      2.7489	     2.29519	           -0.604133	69205
585	OK	       1.186	      2.8226	             -142801	69298
587	OK	    0.479443	     3.03178	             -236908	69401
588	OK	     2.74719	     2.29581	           -0.602244	69682
589	OK	     3.45723	     2.00187	            -61236.9	69769
591	OK	   0.0270714	     3.15952	             -292779	69873
593	OK	     1.34417	     2.77385	             -121713	69984
594	OK	     0.58635	     3.00076	             -222951	70090
595	OK	     2.74756	     2.29586	           -0.267552	70377
597	OK	     2.74687	      2.2961	           -0.191071	70624
598	OK	     2.74862	     2.29558	            -2.15741	70833
599	OK	    0.372882	     3.06211	             -250438	70940
600	OK	     2.68216	     2.32058	            -411.705	71035
602	OK	    0.059282	     3.15058	             -288975	71137
603	OK	    0.985921	     2.88296	             -169660	71240
604	OK	    0.926242	     2.90078	             -177690	71329
605	OK	     2.74779	     2.29595	            -3.26741	71615
607	OK	    0.416249	     3.04984	             -244977	71718
608	OK	    0.946459	     2.89441	             -174824	71808
609	OK	           0	     3.16863	             -296729	71894
612	OK	     2.74548	     2.29659	           -0.378356	72223
613	OK	     1.20343	     2.81708	             -140378	72312
616	OK	     1.14833	     2.83368	             -147680	72399
618	OK	    0.872842	     2.91683	             -184944	72493
619	OK	     3.43069	     2.01374	            -56385.6	72570
620	OK	      2.7474	     2.29592	           -0.274257	72876
621	OK	     3.38043	     2.04852	            -48531.8	72955
622	OK	           0	     3.17426	             -303025	73041
623	OK	     2.74637	     2.29629	           -0.302491	73327
624	OK	    0.019014	     3.16235	             -293968	73428
625	OK	      1.1226	     2.84202	             -151374	73527
626	OK	     2.83286	      2.2633	            -729.617	73609
627	OK	   0.0612231	     3.15055	             -288959	73704
628	OK	           0	     3.17695	             -308061	73788
630	OK	     2.66535	     2.32686	             -646.13	73869
631	OK	     1.56609	     2.70437	            -93136.5	73947
632	OK	     0.35782	     3.06628	             -252291	74053
633	OK	     2.74742	     2.29581	           -0.035234	74315
634	OK	   0.0152153	     3.16293	             -294216	74413
635	OK	     2.74755	     2.29583	          -0.0965986	74721
636	OK	     2.74806	     2.29549	           -0.570462	75010
637	OK	     2.74803	     2.29577	             -1.3727	75289
638	OK	     2.74866	     2.29528	           -0.567352	75472
639	OK	     2.74792	     2.29554	           -0.593157	75779
640	OK	    0.698047	      2.9681	             -208176	75883
641	OK	     2.28282	     2.46513	            -18250.8	75974
642	OK	    0.284524	     3.08766	             -261732	76076
643	OK	     1.64691	     2.67811	            -82911.2	76163
644	BEST	     2.74738	     2.29585	        -1.08418e-06	76458
648	OK	     3.78021	     1.84804	             -140671	76537
649	OK	      1.3227	     2.78034	             -124482	76630
650	OK	     3.32905	     2.05957	            -39487.7	76714
651	OK	     1.30159	      2.7865	             -127131	76825
652	OK	     2.74762	     2.29582	            -0.18953	77112
654	OK	    0.046025	     3.15468	             -290711	77210
655	OK	     2.74821	     2.29544	           -0.496479	77511
656	OK	    0.668366	     2.97683	             -212130	77610
658	OK	    0.288333	     3.08624	             -261102	77701
659	OK	    0.979511	      2.8846	             -170402	77793
660	OK	     2.74692	     2.29633	            -4.63075	77963
661	OK	     1.33912	     2.77571	             -122517	78066
662	OK	     1.37284	     2.76454	             -117777	78163
663	OK	     2.75245	     2.29407	            -3.28077	78318
664	OK	           0	     3.17501	             -304296	78391
665	OK	     1.24737	      2.8039	             -134638	78493
668	OK	     3.09805	     2.15691	            -13508.5	78580
669	OK	     2.93355	     2.22343	            -3624.43	78660
670	OK	   0.0496297	      3.1537	             -290299	78737
672	OK	   0.0877479	     3.14269	             -285607	78838
673	OK	    0.604372	      2.9954	             -220528	78943
674	OK	    0.625059	     2.98979	             -218002	79029
675	OK	     2.74768	     2.29583	           -0.437156	79311
677	OK	     2.74836	     2.29539	           -0.503704	79591
678	OK	           0	     3.17152	             -299262	79671
