Start	Message	Estimated p1	Estimated p2	PAYOFF	
1352	OK	     8.42393	     29.2934	       -1.83215e+111	
1353	OK	     4.74719	     68.4289	       -3.57596e+254	
1354	OK	     5.38893	     72.4116	       -1.04323e+270	
1355	OK	     3.96417	     71.9512	       -1.14111e+267	
1356	OK	     8.79911	     4.14325	        -5.17087e+17	
1357	OK	     8.86138	     16.7101	        -3.49662e+64	
1358	OK	     3.80213	      41.721	       -5.82194e+153	
1359	OK	     6.03042	     33.2906	       -1.39779e+124	
1360	OK	     2.81713	     9.91074	        -7.03741e+33	
1362	OK	     6.59454	     4.51687	        -1.32685e+17	
1363	OK	     9.33213	     65.9891	       -2.53473e+249	
1364	OK	     8.66202	     60.9252	       -7.37247e+229	
1365	OK	     1.90102	     10.7433	        -1.46739e+36	
1367	OK	     5.75889	     74.8924	        -4.2189e+279	
1368	OK	     2.39026	     10.4223	        -2.45647e+35	
1369	OK	     3.13131	     35.3118	       -1.55911e+129	
1370	OK	     4.37939	     8.14839	        -4.13272e+28	
1371	OK	     1.09604	      75.508	       -7.57573e+277	
1372	OK	    0.676127	     64.5411	       -2.92016e+236	
1373	OK	     8.66485	     7.48035	        -7.00049e+29	
1374	OK	     5.59156	     17.0882	        -1.31534e+63	
1375	OK	     7.86158	     37.6976	        -1.7035e+142	
1376	OK	     5.96841	     4.24421	        -4.07157e+15	
1377	OK	     8.38811	     9.34733	        -3.79407e+36	
1378	OK	     4.53844	       21.03	        -9.08077e+76	
1379	OK	     6.73419	     12.7816	        -9.82218e+47	
1381	OK	     8.17001	     60.5566	       -1.14971e+228	
1383	OK	    0.449385	     69.9703	       -3.88877e+256	
1384	OK	     1.21037	     72.9768	       -3.19296e+268	
1385	OK	     4.03319	     23.4306	        -3.19665e+85	
1386	OK	     6.24309	     74.7451	       -3.12129e+279	
1387	OK	     9.84762	     48.0339	       -4.41822e+182	
1388	OK	     6.37218	     34.6313	       -2.88811e+129	
1389	OK	    0.322343	     76.9069	        -2.7763e+282	
1390	OK	      2.6861	     38.5975	       -1.27212e+141	
1391	OK	     1.75581	     2.67213	             -141261	
1392	OK	    0.671995	     61.7872	       -1.42551e+226	
1394	OK	    0.494682	     73.1638	       -3.82467e+268	
1395	OK	     5.33721	     6.60431	        -4.92514e+23	
1396	OK	     8.49199	     3.19129	        -1.87012e+14	
1397	OK	     9.53064	     33.4039	       -4.07172e+127	
1398	OK	     1.41008	     35.2629	       -3.27254e+127	
1399	OK	     9.69689	     60.4833	       -1.29516e+229	
1401	OK	     6.44723	     77.8731	       -2.39733e+291	
1402	OK	     9.77113	      23.345	        -1.47378e+90	
1403	OK	     1.98327	     79.1927	       -2.76475e+292	
1404	OK	     8.23269	     51.4536	        -1.1027e+194	
1406	OK	     5.93653	      31.809	        -3.3004e+118	
1407	OK	    0.150878	     60.8299	       -1.31292e+222	
1408	OK	     5.93925	     75.8541	       -2.40722e+283	
1409	OK	     5.05835	     62.1473	       -2.05055e+231	
1411	OK	     1.18765	    0.959436	        -6.68601e+06	
1412	OK	     0.46382	     43.5255	       -4.16722e+157	
1413	OK	     3.18399	     37.7827	       -3.07045e+138	
1414	OK	     3.67255	       61.27	       -6.67502e+226	
1415	OK	     1.09758	     66.6986	       -8.07223e+244	
1416	OK	     6.49995	     15.6009	         -2.1935e+58	
1417	OK	     3.96138	      43.377	       -1.26423e+160	
1418	OK	     9.89073	      51.597	       -1.04599e+196	
1419	OK	     8.34633	     78.0888	       -6.86455e+293	
1420	OK	      5.8598	     67.0533	       -2.34956e+250	
1421	OK	     8.65074	     27.3966	       -2.29343e+104	
1422	OK	     4.84407	     40.5835	       -2.58569e+150	
1425	OK	     1.35959	     70.2946	       -3.92907e+258	
1426	OK	     9.34533	     74.2053	       -1.47348e+280	
1427	OK	     2.72602	     14.8955	        -2.64731e+52	
1428	OK	     8.41547	     48.7515	       -1.22244e+184	
1429	OK	     3.15915	     79.5151	       -4.67503e+294	
1430	OK	      5.9861	     67.3078	       -2.71353e+251	
1431	OK	     5.19095	     26.9244	        -3.87169e+99	
1432	OK	      8.8321	     48.2533	       -3.84266e+182	
1433	OK	      4.3867	     12.6346	        -2.53078e+45	
1434	OK	     2.83539	     37.9217	       -5.06646e+138	
1436	OK	     4.64928	     74.6093	       -3.99576e+277	
1437	OK	    0.643232	     38.3053	       -1.72298e+138	
1438	OK	     6.70774	     41.5833	       -5.93783e+155	
1439	OK	      9.9064	     36.4078	         -1.513e+139	
1440	OK	     2.92904	     80.7523	       -1.26096e+299	
1443	OK	     8.83987	     21.8182	        -4.41405e+83	
1444	OK	     4.23416	     69.1921	       -9.22125e+256	
1445	OK	      5.1876	     62.4694	       -4.26331e+232	
1446	OK	     2.84811	     33.7439	       -1.19756e+123	
1448	OK	     8.72671	       42.68	       -4.28719e+161	
1449	OK	     8.56813	     39.6257	       -1.15324e+150	
1450	OK	     1.30821	     2.21784	        -4.50797e+06	
1452	OK	     8.97896	     63.2362	       -6.21054e+238	
1453	OK	     8.10277	      2.0933	        -1.11607e+11	
1454	OK	     6.53418	     53.9162	       -6.08954e+201	
1455	OK	     3.10188	     12.1923	        -4.28234e+42	
1457	OK	     2.72557	     16.7344	        -2.02051e+59	
1458	OK	     3.54861	     13.1795	        -5.18097e+46	
1459	OK	     1.67833	     65.6673	       -3.55791e+241	
1460	OK	     9.04278	     4.79649	        -1.80224e+20	
1461	OK	     7.74852	     57.0957	       -5.49791e+214	
1462	OK	    0.877618	     54.3009	       -2.04772e+198	
1463	OK	     6.54703	     51.1861	       -3.77692e+191	
1465	OK	     9.27949	     38.5276	       -3.71276e+146	
1466	OK	     3.63817	     24.2798	        -2.18896e+88	
1468	OK	     2.28714	     12.8489	        -2.40803e+44	
1470	OK	     4.89022	      26.504	        -5.66323e+97	
1471	OK	     7.01619	     43.0372	       -3.04324e+161	
1472	OK	     9.46628	     45.1238	       -2.64041e+171	
1473	OK	     4.57557	     11.0573	        -4.61618e+39	
1474	OK	     3.53599	       22.59	        -8.44381e+81	
1475	OK	     8.13705	     49.2477	        -5.0435e+185	
1476	OK	     8.76765	     65.2168	       -1.05428e+246	
1477	OK	    0.999666	     4.38442	        -6.13557e+11	
1479	OK	     8.29693	      66.874	       -6.55651e+251	
1480	OK	    0.695093	     12.3822	        -1.78675e+41	
1481	OK	     1.50423	     33.3145	       -2.01178e+120	
1482	OK	     4.20569	     15.6563	        -3.59426e+56	
1483	OK	     6.25817	     63.9121	       -9.11188e+238	
1484	OK	     3.53304	     39.4355	       -9.47498e+144	
1486	OK	      5.6353	     77.0181	        -2.9808e+287	
1487	OK	     6.66546	     72.7909	        -3.5223e+272	
1488	OK	     7.04819	     46.1833	       -1.93611e+173	
1489	OK	     3.71536	     30.3172	       -1.01212e+111	
1490	OK	     8.77533	     50.5689	       -1.59389e+191	
1491	OK	     7.58355	     51.4949	       -4.29865e+193	
1492	OK	     2.43747	      22.215	        -3.70613e+79	
1493	OK	     4.10104	     43.2512	        -5.6536e+159	
1494	OK	      9.1735	     30.1416	       -1.22759e+115	
1495	OK	     1.50704	     12.4587	        -1.75169e+42	
1496	OK	     6.87918	     47.7459	       -9.74767e+178	
1497	OK	     6.12036	     31.8283	       -5.63021e+118	
1498	OK	     1.13383	     42.7268	       -1.62939e+155	
1499	OK	     9.42051	    0.436748	        -1.73422e+10	
1500	OK	     8.86158	     44.5073	       -3.87919e+168	
1501	OK	     3.09112	     60.4893	       -2.49686e+223	
1502	OK	     5.19095	     30.8951	       -2.81915e+114	
1504	OK	    0.419934	     82.0201	       -4.64303e+301	
1505	OK	     4.86031	     70.1802	       -1.61084e+261	
1506	OK	     9.09195	     36.7109	       -4.04574e+139	
1507	OK	     5.55217	     27.1684	       -6.53018e+100	
1509	OK	     3.84794	     11.2602	        -6.19013e+39	
1510	OK	     5.33305	     6.28776	        -3.26123e+22	
1511	OK	     1.75357	     44.6006	       -5.80662e+162	
1512	OK	     6.12402	     13.2445	        -1.56612e+49	
1513	OK	     3.61694	     25.5395	        -1.08866e+93	
1514	OK	     8.77872	     59.6265	       -1.28194e+225	
1515	OK	     1.79543	     31.7353	       -4.42046e+114	
1516	OK	     9.08433	      28.431	       -4.06293e+108	
1518	OK	     1.42181	     65.9513	        -2.4644e+242	
1519	OK	     7.76386	     77.4586	       -9.37254e+290	
1520	OK	     6.65149	     42.7124	       -8.92753e+159	
1521	OK	     2.24997	      46.775	       -2.15795e+171	
1522	OK	     7.75525	     56.5945	       -7.41808e+212	
1523	OK	     4.69908	     13.9887	        -5.52618e+50	
1525	OK	     1.63954	     36.7277	       -1.57278e+133	
1526	OK	     4.61654	      65.889	       -8.57265e+244	
1527	OK	     8.56624	     47.7366	       -2.62767e+180	
1528	OK	     4.46857	     20.9134	        -2.89314e+76	
1529	OK	     6.09254	     43.5992	       -6.08921e+162	
1530	OK	     1.37864	     18.8323	        -9.72609e+65	
1531	OK	      8.8819	     24.4376	        -3.05978e+93	
1532	OK	     2.31543	     9.10532	        -2.50939e+30	
1534	OK	     5.71441	     55.4004	       -4.24649e+206	
1535	OK	     6.08556	     28.8548	       -3.89389e+107	
1536	OK	     9.01388	     14.1097	        -8.77277e+54	
1537	OK	      1.9879	     18.1083	        -6.41175e+63	
1538	OK	     5.12047	     53.9934	       -7.00831e+200	
1540	OK	     4.16192	       6.301	        -3.50969e+21	
1541	OK	     3.58092	     44.7478	       -7.98559e+164	
1542	OK	     4.29249	     32.6251	       -1.39719e+120	
1543	OK	     9.21766	     33.9574	       -2.56931e+129	
1544	OK	     2.21397	       72.74	       -3.08923e+268	
1545	OK	     8.16857	     53.6778	       -2.05048e+202	
1546	OK	     6.03637	          67	       -2.11258e+250	
1547	OK	     7.46417	      69.274	        -1.1928e+260	
1548	OK	     6.08466	     23.2379	        -3.67645e+86	
1549	OK	     4.44076	     81.2088	       -1.32606e+302	
1551	OK	     7.41571	     74.4564	       -2.70575e+279	
1553	OK	     9.11604	     71.7236	       -4.78888e+270	
1554	OK	     1.24077	     9.26739	        -1.18057e+30	
1555	OK	     9.28218	     66.7862	       -2.20749e+252	
1556	OK	     2.67341	     4.01927	        -9.08034e+11	
1558	OK	     1.13087	     14.2002	        -2.72221e+48	
1559	OK	     8.72702	     48.8572	         -5.669e+184	
1560	OK	     5.65892	     7.28656	        -3.24833e+26	
1562	OK	     8.06868	     47.4806	       -1.06939e+179	
1563	OK	     8.19115	     66.9496	         -1.018e+252	
1565	OK	     4.35817	     70.4123	       -4.36165e+261	
1566	OK	    0.750955	     22.1332	        -6.27717e+77	
1567	OK	     7.81031	     64.6494	       -1.16836e+243	
1568	OK	     6.85538	     59.3707	       -3.01814e+222	
1569	OK	      4.3119	      27.915	       -3.40559e+102	
1571	OK	     1.73315	     69.2029	       -6.80159e+254	
1573	OK	     3.67575	     14.2402	         -6.2355e+50	
1574	OK	     4.24303	     32.2025	       -3.31347e+118	
1575	OK	    0.911353	     80.5794	       -5.02285e+296	
1577	OK	     1.36867	     15.6286	        -9.72507e+53	
1578	OK	     6.96317	     5.91823	         -3.6364e+22	
1580	OK	     2.89888	     63.6927	       -1.66197e+235	
1582	OK	     6.04702	     66.0569	       -6.37043e+246	
1583	OK	     3.10427	     16.3065	        -1.07767e+58	
1585	OK	     1.97232	     75.2196	       -3.63888e+277	
1586	OK	     5.68455	     33.8538	       -8.98177e+125	
1587	OK	     3.00026	     37.8092	       -2.67171e+138	
1588	OK	     4.70951	     40.9289	       -3.87537e+151	
1590	OK	     3.41357	     51.6985	       -5.93497e+190	
1591	OK	     1.18049	     72.8217	       -7.90025e+267	
1593	OK	     3.92824	     55.1899	       -1.94325e+204	
1595	OK	     8.34605	     26.5296	       -7.09004e+100	
1596	OK	     5.10553	     63.4296	       -1.42004e+236	
1597	OK	     7.37487	      34.085	       -1.93616e+128	
1598	OK	     2.25422	     4.98833	         -1.1361e+15	
1599	OK	     8.36933	     44.3537	       -3.85683e+167	
1600	OK	     8.30475	     7.32188	        -8.73892e+28	
1601	OK	     8.22206	      58.006	        -3.6223e+218	
1602	OK	     9.91745	     47.1587	       -2.69244e+179	
1603	OK	     9.81872	     32.5428	       -4.33464e+124	
1604	OK	      1.7454	     76.8984	       -4.44171e+283	
1605	OK	     8.54641	     61.7949	       -1.05326e+233	
1606	OK	     1.37607	     0.60036	        -6.71411e+06	
1609	OK	     8.96156	     35.9641	       -4.99299e+136	
1610	OK	     4.58172	     16.9919	        -7.61064e+61	
1611	OK	     1.79498	     40.1444	       -1.31961e+146	
1614	OK	     1.67485	     19.7869	        -6.58075e+69	
1616	OK	     2.92237	     76.6741	       -6.76573e+283	
1617	OK	     4.05857	      21.727	        -1.41412e+79	
1618	OK	     6.69788	     57.9731	       -1.29348e+217	
1619	OK	     4.59679	     37.5434	       -6.58542e+138	
1620	OK	     9.18061	     4.43011	        -1.14595e+19	
1621	OK	     8.46261	     50.3417	       -1.20378e+190	
1622	OK	     9.67648	     75.2183	       -1.76861e+284	
1623	OK	     4.63218	      3.5751	        -1.41469e+12	
1624	OK	     1.58111	     18.7156	        -5.33302e+65	
1625	OK	     8.96596	     8.47617	        -6.67607e+33	
1626	OK	     6.36774	     35.0263	       -8.61326e+130	
1627	OK	     6.49037	      49.946	       -7.69484e+186	
1628	OK	     9.07079	     60.7396	       -3.37397e+229	
1629	OK	     3.62035	     2.15092	        -3.03967e+06	
1630	OK	    0.810465	     57.2212	       -1.52699e+209	
1631	OK	     6.84433	      59.087	       -2.56079e+221	
1632	OK	     4.15221	     67.7775	       -3.96735e+251	
1633	OK	     9.80948	     64.5144	        -1.9897e+244	
1634	OK	     9.81496	     74.7503	       -4.13542e+282	
1635	OK	     9.18012	     7.17599	          -1.439e+29	
1636	OK	        4.78	     76.0011	       -8.40934e+282	
1637	OK	     7.14968	     32.3932	       -5.73784e+121	
1639	OK	     5.44498	    0.535447	        -1.21901e+06	
1640	OK	      1.2812	      20.411	        -6.49089e+71	
1641	OK	      5.0221	      76.335	       -2.42476e+284	
1642	OK	   0.0988753	     56.6739	       -3.28878e+206	
1643	OK	     3.63382	     77.4546	       -2.34255e+287	
1646	OK	     8.87514	     17.2696	        -4.46625e+66	
1647	OK	     8.61278	     38.7429	       -6.26203e+146	
1648	OK	     4.26648	     67.9077	       -1.53218e+252	
1650	OK	    0.705832	     20.6437	        -1.52545e+72	
1651	OK	     4.86053	     81.2029	       -2.91661e+302	
1652	OK	     2.65805	     15.9754	        -2.54592e+56	
1653	OK	     1.72361	     53.8427	       -2.14378e+197	
1654	OK	     6.79199	     43.2881	       -1.68861e+162	
1655	OK	     5.10263	     9.56689	        -3.51942e+34	
1656	OK	        5.93	     51.7239	       -1.13289e+193	
1657	OK	     5.23539	     36.2112	       -2.43656e+134	
1658	OK	     9.93474	     15.9068	        -2.94648e+62	
1659	OK	    0.918845	     11.8434	        -2.69093e+39	
1660	OK	   0.0235694	     57.8329	       -6.16458e+210	
1661	OK	     5.73028	      39.315	       -2.71756e+146	
1662	OK	     4.82963	     26.8295	        -8.29044e+98	
1663	OK	     6.55055	     9.40035	        -1.51813e+35	
1666	OK	     3.87408	     17.2192	        -1.31063e+62	
1667	OK	    0.675733	     26.1815	        -7.68002e+92	
1668	OK	     5.95226	     58.8244	       -4.47228e+219	
1669	OK	    0.358641	     66.8148	       -5.01421e+244	
1670	OK	     2.33689	     23.2442	        -2.15598e+83	
1671	OK	     2.68467	     27.1924	        -2.59432e+98	
1672	OK	    0.570862	     77.8737	       -1.89654e+286	
1673	OK	     6.33581	     34.7487	       -7.39126e+129	
1674	OK	     9.89586	      74.463	        -4.0842e+281	
1675	OK	     9.52136	     62.5849	       -6.70226e+236	
1676	OK	     4.06996	     74.3903	       -1.90033e+276	
1677	OK	    0.826664	     48.9825	        -2.2937e+178	
1678	OK	     2.11383	     70.8439	       -2.02188e+261	
1679	OK	     7.91962	     78.7776	       -1.10745e+296	
1680	OK	     8.01479	     3.86225	        -1.14393e+16	
1682	OK	     5.22165	     77.3275	       -1.87487e+288	
1683	OK	     6.25764	    0.340984	        -1.08009e+07	
1684	OK	     9.98845	     38.5927	       -2.68691e+147	
1685	OK	     7.10655	     50.0875	       -8.93571e+187	
1686	OK	     7.94113	     43.6979	       -5.75224e+164	
1687	OK	     9.44802	     18.8939	        -1.68701e+73	
1688	OK	     1.07952	     25.5229	        -5.89905e+90	
1690	OK	     6.46957	     34.5927	        -2.5167e+129	
1691	OK	    0.272093	     13.3985	        -4.88026e+44	
1692	OK	     6.65426	      25.561	        -5.69441e+95	
1694	OK	     7.10266	     64.3949	       -3.16344e+241	
1695	OK	     8.38038	     52.2254	       -1.14732e+197	
1697	OK	     4.28686	     50.2538	       -1.33153e+186	
1698	OK	     7.85588	     60.3525	       -1.05671e+227	
1699	OK	     3.96607	     16.4044	        -1.40463e+59	
1700	OK	     8.06107	     67.8085	       -1.28718e+255	
1701	OK	     7.45359	     18.4852	        -9.22884e+69	
1703	OK	     6.92854	     62.5231	       -2.20163e+234	
1704	OK	     2.89439	     19.3182	        -1.32745e+69	
1705	OK	     5.68133	     33.6252	       -1.24382e+125	
1707	OK	     7.77236	     55.3159	       -1.25718e+208	
1708	OK	     1.74574	     71.0657	       -6.54789e+261	
1709	OK	    0.915785	     33.7394	        -2.4143e+121	
1710	OK	     4.79153	     11.6194	        -9.02856e+41	
1714	OK	     1.70627	     80.7069	       -7.39261e+297	
1715	OK	     2.98765	     24.4454	        -2.48406e+88	
1716	OK	     1.49218	     61.8285	          -1.05e+227	
1717	OK	     4.29621	     2.79954	        -2.67165e+09	
1718	OK	     4.54943	     14.1855	        -2.23486e+51	
1719	OK	     6.30282	     28.4814	        -2.4075e+106	
1720	OK	     5.61577	     78.4808	       -8.55525e+292	
1721	OK	    0.848055	     25.6514	        -1.12378e+91	
1722	OK	     1.44598	     11.0185	        -6.32153e+36	
1723	OK	     8.95256	     38.0025	       -2.09108e+144	
1724	OK	     8.25202	      18.557	        -8.46471e+70	
1725	OK	     5.04614	     10.5389	        -1.35997e+38	
1727	OK	     9.20281	     79.7984	       -9.54063e+300	
1728	OK	     7.24218	      64.832	       -1.80864e+243	
1729	OK	     7.13216	     28.5103	       -1.62184e+107	
1730	OK	     6.60283	     21.9102	        -1.11188e+82	
1732	OK	     6.48141	     35.3703	       -2.09718e+132	
1733	OK	      3.4903	     21.6242	        -1.87088e+78	
1734	OK	     7.40188	     73.7073	       -4.13293e+276	
1735	OK	     5.96959	     2.27664	        -3.62431e+09	
1736	OK	     1.29404	     63.2476	       -1.44696e+232	
1737	OK	     2.75669	     48.7975	       -2.21077e+179	
1738	OK	      5.0376	     39.5011	        -3.3813e+146	
1739	OK	     3.78572	      18.004	        -9.50836e+64	
1740	OK	      7.5997	      67.295	       -6.12631e+252	
1741	OK	       3.222	     64.1746	       -2.01811e+237	
1742	OK	     4.20918	     14.7628	        -1.63863e+53	
1743	OK	     9.95589	     30.6232	       -3.72495e+117	
1744	OK	      4.5138	     45.6921	       -1.76636e+169	
1745	OK	    0.193728	     60.6146	       -2.23558e+221	
1746	OK	      5.4189	     70.9651	       -4.26616e+264	
1747	OK	     2.93764	     12.0336	        -7.85657e+41	
1748	OK	     8.39061	     73.8378	       -9.19612e+277	
1749	OK	     8.66299	     53.6766	       -5.45625e+202	
1750	OK	     7.21085	     79.7071	       -8.08734e+298	
1751	OK	     5.80367	     76.6213	       -1.36549e+286	
1753	OK	     1.85093	     72.7352	       -1.43332e+268	
1754	OK	     4.54299	     22.1718	        -1.72261e+81	
1755	OK	     1.90767	     81.8805	       -2.73182e+302	
1756	OK	    0.349299	     39.9738	       -1.68391e+144	
1757	OK	     6.57762	       11.53	        -1.48672e+43	
1759	OK	     7.03474	     44.8962	       -2.86861e+168	
1760	OK	     6.79884	      65.907	       -7.87059e+246	
1761	OK	     2.53652	     53.1997	       -4.26942e+195	
1762	OK	     6.18978	     22.7765	        -8.50518e+84	
1763	OK	     9.35321	     36.5591	       -1.84433e+139	
1764	OK	     3.27209	     58.6877	       -6.47443e+216	
1765	OK	     7.11843	     14.7949	        -7.26586e+55	
1766	OK	     4.84856	     51.0456	       -3.76734e+189	
1767	OK	     4.51325	     64.7035	       -2.54796e+240	
1768	OK	     4.63319	     72.3644	       -1.53143e+269	
1769	OK	     3.25757	     68.6685	       -1.43352e+254	
1771	OK	     3.13762	     2.27531	        -1.11164e+06	
1772	OK	     3.90331	     9.53152	        -2.35759e+33	
1774	OK	    0.339395	     55.8446	       -4.18735e+203	
1775	OK	     2.06116	      26.972	        -1.11518e+97	
1776	OK	     6.77155	     23.1716	        -8.20393e+86	
1777	OK	     7.00853	      37.435	       -3.21779e+140	
1778	OK	     1.44015	     77.5384	        -5.9988e+285	
1779	OK	     3.17337	     46.2045	       -1.00168e+170	
1780	OK	     2.18423	     62.2718	       -1.91175e+229	
1781	OK	    0.938866	     46.4899	       -1.34269e+169	
1782	OK	     4.88379	     60.4573	        -6.8331e+224	
1783	OK	     3.94048	     61.8615	       -1.86668e+229	
1785	OK	     9.88381	     2.94293	        -5.40275e+14	
1786	OK	     1.71274	     36.4815	       -2.18162e+132	
1788	OK	     9.24647	     55.3911	       -4.58451e+209	
1789	OK	     9.67171	    0.310845	        -2.62737e+10	
1790	OK	       9.509	     24.9324	        -7.62719e+95	
1791	OK	      3.1593	     50.8399	       -2.18233e+187	
1792	OK	     5.09013	      55.685	       -1.41656e+207	
1793	OK	   0.0838145	     74.1099	       -5.84896e+271	
1794	OK	     6.05242	     61.6362	       -1.82979e+230	
1796	OK	     3.11627	     4.94531	        -4.44377e+15	
1797	OK	     2.36608	     47.9424	       -6.37564e+175	
1798	OK	     2.32597	     66.6725	       -7.52331e+245	
1799	OK	       1.895	     54.3411	       -2.21627e+199	
1800	OK	      3.1766	     29.9585	        -1.5664e+109	
1801	OK	  0.00955054	     75.2362	       -8.28173e+275	
1802	OK	     9.09872	     22.5201	        -3.13774e+86	
1803	OK	     2.11014	     70.1493	       -5.04193e+258	
1804	OK	     9.59387	     29.3336	       -2.68901e+112	
1807	OK	     3.65873	     47.2862	       -2.95787e+174	
1808	OK	     9.39181	     7.44212	        -2.15761e+30	
1809	OK	     0.49315	     30.7911	       -9.56159e+109	
1810	OK	     6.53782	     61.7444	       -1.22736e+231	
1811	OK	      2.8372	     23.9708	         -3.0763e+86	
1813	OK	     2.68458	     69.2091	       -4.80986e+255	
1815	OK	     5.19061	     27.0343	        -9.97751e+99	
1816	OK	     7.35501	     44.5823	       -3.63756e+167	
1817	OK	     8.53788	     48.5585	       -2.95864e+183	
1819	OK	     4.88909	     17.9954	         -8.0238e+65	
1820	OK	     5.50609	     10.6475	        -8.69636e+38	
1821	OK	     3.04676	     70.1629	        -3.6893e+259	
1823	OK	     4.86333	    0.601153	        -1.89341e+06	
1825	OK	     3.17372	    0.201165	        -5.85694e+06	
1827	OK	     2.02164	     42.9049	       -4.46687e+156	
1828	OK	     6.15106	     19.4708	        -3.33324e+72	
1830	OK	     4.28413	     43.9012	       -2.20956e+162	
1832	OK	     7.01805	     63.0499	       -2.46804e+236	
1833	OK	    0.225713	     38.3385	       -9.95185e+137	
1835	OK	    0.697915	     15.0554	        -1.81834e+51	
1836	OK	      7.0144	     24.4346	        -7.11555e+91	
1837	OK	    0.199679	     64.1367	       -3.45206e+234	
1838	OK	     9.65852	     66.3103	       -7.75211e+250	
1839	OK	     9.80465	     50.9438	       -3.16135e+193	
1840	OK	     1.14769	     60.9043	       -1.83098e+223	
1841	OK	     7.87238	     67.5088	       -6.66947e+253	
1842	OK	     1.06118	     55.7192	       -6.02108e+203	
1844	OK	      7.8887	      8.6515	        -3.49968e+33	
1845	OK	     2.53865	     76.9567	       -3.58631e+284	
1846	OK	     1.41204	     56.9471	       -4.79174e+208	
