CompanyID,baseline,2.0yr,2.5yr,3.0yr,3.9yr
301348-09,Early Stage VC,,,,
301375-81,Early Stage VC,,,,
301393-54,Early Stage VC,,,,
301409-02,Early Stage VC,,,,
301478-14,Early Stage VC,,,,
301488-22,Early Stage VC,,,,
301492-90,Early Stage VC,,,,
301499-56,Early Stage VC,,,,
301509-91,Early Stage VC,,,,
301594-69,Early Stage VC,,,,
301922-38,Early Stage VC,,,,
302826-07,Early Stage VC,,,,
302873-14,Early Stage VC,,,,
303034-60,Early Stage VC,,,,
303035-32,Early Stage VC,,,,
303035-95,Early Stage VC,,,,
303036-04,Early Stage VC,,,,
303036-31,Early Stage VC,,,,
303036-40,Early Stage VC,,,,
303040-18,Early Stage VC,,,,
303041-89,Early Stage VC,,,,
303042-16,Early Stage VC,,,,
303043-24,Early Stage VC,,,,
303043-33,Early Stage VC,,,,
303043-78,Early Stage VC,,,,
303048-55,Early Stage VC,,,,
303053-77,Early Stage VC,,,,
303054-67,Early Stage VC,,,,
303055-03,Early Stage VC,,,,
303060-16,Early Stage VC,,,,
303061-87,Early Stage VC,,,,
303066-82,Early Stage VC,,,,
303068-98,Early Stage VC,,,,
303069-70,Early Stage VC,,,,
303070-33,Early Stage VC,,,,
303072-22,Early Stage VC,,,,
303072-94,Early Stage VC,,,,
303075-82,Early Stage VC,,,,
303076-09,Early Stage VC,,,,
303076-45,Early Stage VC,,,,
303076-63,Early Stage VC,,,,
303076-99,Early Stage VC,,,,
303077-17,Early Stage VC,,,,
303077-26,Early Stage VC,,,,
303077-62,Early Stage VC,,,,
303080-50,Early Stage VC,,,,
303080-68,Early Stage VC,,,,
303081-04,Early Stage VC,,,,
303308-92,Early Stage VC,,,,
303324-40,Early Stage VC,,,,
303329-35,Early Stage VC,,,,
303354-19,Early Stage VC,,,,
303364-90,Early Stage VC,,,,
303376-51,Early Stage VC,,,,
303378-58,Early Stage VC,,,,
303381-73,Early Stage VC,,,,
303392-17,Early Stage VC,,,,
303427-99,Early Stage VC,,,,
303439-69,Early Stage VC,,,,
303494-14,Early Stage VC,,,,
303512-23,Early Stage VC,,,,
303535-27,Early Stage VC,,,,
303570-01,Early Stage VC,,,,
303582-34,Early Stage VC,,,,
303589-90,Early Stage VC,,,,
303592-24,Early Stage VC,,,,
303599-08,Early Stage VC,,,,
303604-75,Early Stage VC,,,,
303619-33,Early Stage VC,,,,
303656-77,Early Stage VC,,,,
303664-96,Early Stage VC,,,,
303708-07,Early Stage VC,,,,
303710-32,Early Stage VC,,,,
303790-87,Early Stage VC,,,,
303817-42,Early Stage VC,,,,
303831-28,Early Stage VC,,,,
303942-70,Early Stage VC,,,,
303952-69,Early Stage VC,,,,
303976-90,Early Stage VC,,,,
303981-58,Early Stage VC,,,,
303988-15,Early Stage VC,,,,
303995-89,Early Stage VC,,,,
303998-77,Early Stage VC,,,,
304006-15,Early Stage VC,,,,
304052-50,Early Stage VC,,,,
304107-94,Early Stage VC,,,,
304287-49,Early Stage VC,,,,
304304-59,Early Stage VC,,,,
304307-47,Early Stage VC,,,,
304310-53,Early Stage VC,,,,
304321-24,Early Stage VC,,,,
304333-39,Early Stage VC,,,,
304345-00,Early Stage VC,,,,
304352-83,Early Stage VC,,,,
304363-72,Early Stage VC,,,,
304368-04,Early Stage VC,,,,
304370-83,Early Stage VC,,,,
304395-22,Early Stage VC,,,,
304398-82,Early Stage VC,,,,
305261-92,Early Stage VC,,,,
305328-97,Early Stage VC,,,,
305455-24,Early Stage VC,,,,
305740-63,Early Stage VC,,,,
305773-12,Early Stage VC,,,,
305905-06,Early Stage VC,,,,
305967-52,Early Stage VC,,,,
306001-45,Early Stage VC,,,,
306051-94,Early Stage VC,,,,
306111-52,Early Stage VC,,,,
306661-42,Early Stage VC,,,,
307485-37,Early Stage VC,,,,
307623-79,Early Stage VC,,,,
307782-82,Early Stage VC,,,,
307789-48,Early Stage VC,,,,
307795-60,Early Stage VC,,,,
307838-53,Early Stage VC,,,,
307877-23,Early Stage VC,,,,
307883-80,Early Stage VC,,,,
307909-63,Early Stage VC,,,,
307930-78,Early Stage VC,,,,
307945-09,Early Stage VC,,,,
307950-58,Early Stage VC,,,,
307967-95,Early Stage VC,,,,
308049-58,Early Stage VC,,,,
308062-45,Early Stage VC,,,,
308179-99,Early Stage VC,,,,
308209-15,Early Stage VC,,,,
308293-21,Early Stage VC,,,,
308304-73,Early Stage VC,,,,
308329-66,Early Stage VC,,,,
308331-64,Early Stage VC,,,,
308335-42,Early Stage VC,,,,
308343-97,Early Stage VC,,,,
308348-47,Early Stage VC,,,,
308391-94,Early Stage VC,,,,
308395-54,Early Stage VC,,,,
308404-63,Early Stage VC,,,,
308429-02,Early Stage VC,,,,
308464-66,Early Stage VC,,,,
308468-26,Early Stage VC,,,,
308594-35,Early Stage VC,,,,
308918-80,Early Stage VC,,,,
309585-61,Early Stage VC,,,,
309645-91,Early Stage VC,,,,
309650-59,Early Stage VC,,,,
309744-91,Early Stage VC,,,,
309955-33,Early Stage VC,,,,
309972-61,Early Stage VC,,,,
309987-01,Early Stage VC,,,,
310002-49,Early Stage VC,,,,
310008-34,Early Stage VC,,,,
310059-28,Early Stage VC,,,,
310112-47,Early Stage VC,,,,
310172-68,Early Stage VC,,,,
310210-21,Early Stage VC,,,,
310217-68,Early Stage VC,,,,
310220-47,Early Stage VC,,,,
310222-90,Early Stage VC,,,,
310231-72,Early Stage VC,,,,
310233-16,Early Stage VC,,,,
310278-79,Early Stage VC,,,,
310294-99,Early Stage VC,,,,
310314-25,Early Stage VC,,,,
310398-49,Early Stage VC,,,,
310401-37,Early Stage VC,,,,
310477-15,Early Stage VC,,,,
310541-41,Early Stage VC,,,,
310545-19,Early Stage VC,,,,
310567-06,Early Stage VC,,,,
310589-38,Early Stage VC,,,,
310590-82,Early Stage VC,,,,
310599-46,Early Stage VC,,,,
310613-23,Early Stage VC,,,,
310641-67,Early Stage VC,,,,
310650-58,Early Stage VC,,,,
310689-55,Early Stage VC,,,,
310854-43,Early Stage VC,,,,
311036-86,Early Stage VC,,,,
311131-45,Early Stage VC,,,,
311177-53,Early Stage VC,,,,
311862-97,Early Stage VC,,,,
311975-56,Early Stage VC,,,,
312080-14,Early Stage VC,,,,
312302-26,Early Stage VC,,,,
312335-29,Early Stage VC,,,,
312347-44,Early Stage VC,,,,
312471-55,Early Stage VC,,,,
312474-52,Early Stage VC,,,,
312502-87,Early Stage VC,,,,
312512-32,Early Stage VC,,,,
312552-82,Early Stage VC,,,,
312557-77,Early Stage VC,,,,
312630-13,Early Stage VC,,,,
312659-38,Early Stage VC,,,,
312667-75,Early Stage VC,,,,
312678-37,Early Stage VC,,,,
312712-93,Early Stage VC,,,,
312740-02,Early Stage VC,,,,
312755-68,Early Stage VC,,,,
312788-62,Early Stage VC,,,,
312812-11,Early Stage VC,,,,
312823-72,Early Stage VC,,,,
312831-55,Early Stage VC,,,,
312834-61,Early Stage VC,,,,
312846-31,Early Stage VC,,,,
312860-17,Early Stage VC,,,,
312863-68,Early Stage VC,,,,
312888-43,Early Stage VC,,,,
312911-47,Early Stage VC,,,,
312920-74,Early Stage VC,,,,
313007-50,Early Stage VC,,,,
313237-54,Early Stage VC,,,,
313725-43,Early Stage VC,,,,
314010-19,Early Stage VC,,,,
314363-44,Early Stage VC,,,,
314440-30,Early Stage VC,,,,
314469-37,Early Stage VC,,,,
314530-57,Early Stage VC,,,,
314605-45,Early Stage VC,,,,
314605-90,Early Stage VC,,,,
314608-51,Early Stage VC,,,,
314609-59,Early Stage VC,,,,
314609-86,Early Stage VC,,,,
314611-03,Early Stage VC,,,,
314611-75,Early Stage VC,,,,
314612-47,Early Stage VC,,,,
314614-99,Early Stage VC,,,,
314615-98,Early Stage VC,,,,
314616-34,Early Stage VC,,,,
314624-62,Early Stage VC,,,,
314624-80,Early Stage VC,,,,
314625-16,Early Stage VC,,,,
314626-78,Early Stage VC,,,,
314631-37,Early Stage VC,,,,
314631-82,Early Stage VC,,,,
314632-27,Early Stage VC,,,,
314632-72,Early Stage VC,,,,
314633-71,Early Stage VC,,,,
314633-98,Early Stage VC,,,,
314634-16,Early Stage VC,,,,
314635-06,Early Stage VC,,,,
314639-56,Early Stage VC,,,,
314639-92,Early Stage VC,,,,
314640-19,Early Stage VC,,,,
314641-00,Early Stage VC,,,,
314641-27,Early Stage VC,,,,
314641-72,Early Stage VC,,,,
314643-61,Early Stage VC,,,,
314645-86,Early Stage VC,,,,
314647-48,Early Stage VC,,,,
314648-11,Early Stage VC,,,,
314649-10,Early Stage VC,,,,
314649-19,Early Stage VC,,,,
314649-37,Early Stage VC,,,,
314649-46,Early Stage VC,,,,
314650-09,Early Stage VC,,,,
314650-54,Early Stage VC,,,,
314651-08,Early Stage VC,,,,
314651-17,Early Stage VC,,,,
314651-35,Early Stage VC,,,,
314661-16,Early Stage VC,,,,
314813-98,Early Stage VC,,,,
314896-78,Early Stage VC,,,,
314929-99,Early Stage VC,,,,
314956-72,Early Stage VC,,,,
314957-53,Early Stage VC,,,,
314961-85,Early Stage VC,,,,
314965-63,Early Stage VC,,,,
314977-42,Early Stage VC,,,,
314993-98,Early Stage VC,,,,
315002-62,Early Stage VC,,,,
315057-79,Early Stage VC,,,,
315069-94,Early Stage VC,,,,
315080-11,Early Stage VC,,,,
315112-69,Early Stage VC,,,,
315132-22,Early Stage VC,,,,
315231-67,Early Stage VC,,,,
315237-07,Early Stage VC,,,,
315243-10,Early Stage VC,,,,
315244-99,Early Stage VC,,,,
315251-65,Early Stage VC,,,,
315260-11,Early Stage VC,,,,
315322-21,Early Stage VC,,,,
315401-32,Early Stage VC,,,,
315466-21,Early Stage VC,,,,
315466-75,Early Stage VC,,,,
315467-83,Early Stage VC,,,,
315506-71,Early Stage VC,,,,
315512-38,Early Stage VC,,,,
315531-82,Early Stage VC,,,,
315579-43,Early Stage VC,,,,
315583-84,Early Stage VC,,,,
315631-36,Early Stage VC,,,,
315638-83,Early Stage VC,,,,
315646-93,Early Stage VC,,,,
315730-09,Early Stage VC,,,,
315803-08,Early Stage VC,,,,
315813-34,Early Stage VC,,,,
315855-28,Early Stage VC,,,,
315952-93,Early Stage VC,,,,
315972-73,Early Stage VC,,,,
315993-88,Early Stage VC,,,,
316014-85,Early Stage VC,,,,
316032-85,Early Stage VC,,,,
316385-65,Early Stage VC,,,,
316552-06,Early Stage VC,,,,
317074-06,Early Stage VC,,,,
317075-86,Early Stage VC,,,,
317399-77,Early Stage VC,,,,
317464-66,Early Stage VC,,,,
317504-17,Early Stage VC,,,,
317796-49,Early Stage VC,,,,
317820-97,Early Stage VC,,,,
317963-89,Early Stage VC,,,,
317989-90,Early Stage VC,,,,
318085-21,Early Stage VC,,,,
318144-07,Early Stage VC,,,,
318480-85,Early Stage VC,,,,
318518-83,Early Stage VC,,,,
318871-45,Early Stage VC,,,,
318897-46,Early Stage VC,,,,
318920-14,Early Stage VC,,,,
318970-27,Early Stage VC,,,,
319165-66,Early Stage VC,,,,
319201-30,Early Stage VC,,,,
319443-58,Early Stage VC,,,,
319444-21,Early Stage VC,,,,
319476-16,Early Stage VC,,,,
319514-59,Early Stage VC,,,,
319632-85,Early Stage VC,,,,
319780-54,Early Stage VC,,,,
319845-16,Early Stage VC,,,,
319872-52,Early Stage VC,,,,
320026-87,Early Stage VC,,,,
320308-21,Early Stage VC,,,,
320351-50,Early Stage VC,,,,
320417-29,Early Stage VC,,,,
320570-65,Early Stage VC,,,,
320600-71,Early Stage VC,,,,
320940-82,Early Stage VC,,,,
321201-91,Early Stage VC,,,,
321279-76,Early Stage VC,,,,
321493-60,Early Stage VC,,,,
321633-19,Early Stage VC,,,,
321851-98,Early Stage VC,,,,
321877-54,Early Stage VC,,,,
321891-49,Early Stage VC,,,,
321911-29,Early Stage VC,,,,
321972-49,Early Stage VC,,,,
322060-33,Early Stage VC,,,,
322216-21,Early Stage VC,,,,
322282-45,Early Stage VC,,,,
322303-69,Early Stage VC,,,,
322348-33,Early Stage VC,,,,
322492-33,Early Stage VC,,,,
322504-03,Early Stage VC,,,,
322535-08,Early Stage VC,,,,
322535-44,Early Stage VC,,,,
322545-25,Early Stage VC,,,,
322552-63,Early Stage VC,,,,
322554-79,Early Stage VC,,,,
322598-80,Early Stage VC,,,,
322605-55,Early Stage VC,,,,
322616-08,Early Stage VC,,,,
322633-99,Early Stage VC,,,,
322701-76,Early Stage VC,,,,
322704-73,Early Stage VC,,,,
322712-65,Early Stage VC,,,,
322720-57,Early Stage VC,,,,
322766-56,Early Stage VC,,,,
322805-53,Early Stage VC,,,,
322809-67,Early Stage VC,,,,
322812-73,Early Stage VC,,,,
322831-63,Early Stage VC,,,,
322866-37,Early Stage VC,,,,
322874-65,Early Stage VC,,,,
322894-00,Early Stage VC,,,,
322905-07,Early Stage VC,,,,
322928-11,Early Stage VC,,,,
322943-86,Early Stage VC,,,,
322996-69,Early Stage VC,,,,
323070-13,Early Stage VC,,,,
323070-58,Early Stage VC,,,,
323202-52,Early Stage VC,,,,
323318-80,Early Stage VC,,,,
323337-07,Early Stage VC,,,,
323343-37,Early Stage VC,,,,
323360-11,Early Stage VC,,,,
323363-44,Early Stage VC,,,,
323368-93,Early Stage VC,,,,
323420-68,Early Stage VC,,,,
323580-16,Early Stage VC,,,,
324003-16,Early Stage VC,,,,
324095-59,Early Stage VC,,,,
324141-94,Early Stage VC,,,,
324226-99,Early Stage VC,,,,
324294-85,Early Stage VC,,,,
324652-24,Early Stage VC,,,,
324656-38,Early Stage VC,,,,
324661-78,Early Stage VC,,,,
324815-32,Early Stage VC,,,,
324847-90,Early Stage VC,,,,
324872-83,Early Stage VC,,,,
324894-16,Early Stage VC,,,,
324908-92,Early Stage VC,,,,
324934-57,Early Stage VC,,,,
325098-10,Early Stage VC,,,,
325106-38,Early Stage VC,,,,
325114-84,Early Stage VC,,,,
325116-55,Early Stage VC,,,,
325133-65,Early Stage VC,,,,
325134-10,Early Stage VC,,,,
325166-23,Early Stage VC,,,,
325167-85,Early Stage VC,,,,
325202-32,Early Stage VC,,,,
325224-73,Early Stage VC,,,,
325233-37,Early Stage VC,,,,
325260-55,Early Stage VC,,,,
325285-93,Early Stage VC,,,,
325290-61,Early Stage VC,,,,
325297-90,Early Stage VC,,,,
325314-19,Early Stage VC,,,,
325318-42,Early Stage VC,,,,
325344-07,Early Stage VC,,,,
325348-75,Early Stage VC,,,,
325358-83,Early Stage VC,,,,
325362-88,Early Stage VC,,,,
325372-24,Early Stage VC,,,,
325377-55,Early Stage VC,,,,
325388-17,Early Stage VC,,,,
325447-21,Early Stage VC,,,,
325487-08,Early Stage VC,,,,
325489-24,Early Stage VC,,,,
325514-26,Early Stage VC,,,,
325550-44,Early Stage VC,,,,
325605-61,Early Stage VC,,,,
325724-86,Early Stage VC,,,,
325832-14,Early Stage VC,,,,
325885-06,Early Stage VC,,,,
325977-13,Early Stage VC,,,,
326001-25,Early Stage VC,,,,
326013-76,Early Stage VC,,,,
326021-05,Early Stage VC,,,,
326030-23,Early Stage VC,,,,
326033-29,Early Stage VC,,,,
326046-52,Early Stage VC,,,,
326076-67,Early Stage VC,,,,
326359-81,Early Stage VC,,,,
326388-70,Early Stage VC,,,,
326452-69,Early Stage VC,,,,
326496-52,Early Stage VC,,,,
326680-48,Early Stage VC,,,,
327038-59,Early Stage VC,,,,
327047-77,Early Stage VC,,,,
327059-29,Early Stage VC,,,,
327066-76,Early Stage VC,,,,
327074-23,Early Stage VC,,,,
327093-85,Early Stage VC,,,,
327108-43,Early Stage VC,,,,
327108-52,Early Stage VC,,,,
327110-05,Early Stage VC,,,,
327110-59,Early Stage VC,,,,
327110-77,Early Stage VC,,,,
327111-04,Early Stage VC,,,,
327111-40,Early Stage VC,,,,
327111-76,Early Stage VC,,,,
327112-57,Early Stage VC,,,,
327113-74,Early Stage VC,,,,
327113-92,Early Stage VC,,,,
327114-01,Early Stage VC,,,,
327114-73,Early Stage VC,,,,
327116-35,Early Stage VC,,,,
327116-62,Early Stage VC,,,,
327118-06,Early Stage VC,,,,
327118-78,Early Stage VC,,,,
327119-77,Early Stage VC,,,,
327120-40,Early Stage VC,,,,
327120-85,Early Stage VC,,,,
327122-02,Early Stage VC,,,,
327122-29,Early Stage VC,,,,
327122-83,Early Stage VC,,,,
327123-10,Early Stage VC,,,,
327123-19,Early Stage VC,,,,
327123-28,Early Stage VC,,,,
327123-82,Early Stage VC,,,,
327123-91,Early Stage VC,,,,
327124-00,Early Stage VC,,,,
327125-17,Early Stage VC,,,,
327125-44,Early Stage VC,,,,
327125-53,Early Stage VC,,,,
327125-62,Early Stage VC,,,,
327125-80,Early Stage VC,,,,
327126-70,Early Stage VC,,,,
327127-60,Early Stage VC,,,,
327139-12,Early Stage VC,,,,
327140-29,Early Stage VC,,,,
327141-82,Early Stage VC,,,,
327142-54,Early Stage VC,,,,
327142-63,Early Stage VC,,,,
327144-16,Early Stage VC,,,,
327146-14,Early Stage VC,,,,
327146-41,Early Stage VC,,,,
327146-59,Early Stage VC,,,,
327147-31,Early Stage VC,,,,
327147-76,Early Stage VC,,,,
327148-21,Early Stage VC,,,,
327148-93,Early Stage VC,,,,
327149-29,Early Stage VC,,,,
327150-55,Early Stage VC,,,,
327151-27,Early Stage VC,,,,
327151-36,Early Stage VC,,,,
327151-63,Early Stage VC,,,,
327151-90,Early Stage VC,,,,
327153-88,Early Stage VC,,,,
327160-09,Early Stage VC,,,,
327160-63,Early Stage VC,,,,
327161-80,Early Stage VC,,,,
327162-25,Early Stage VC,,,,
327165-67,Early Stage VC,,,,
327166-75,Early Stage VC,,,,
327168-73,Early Stage VC,,,,
327169-27,Early Stage VC,,,,
327169-45,Early Stage VC,,,,
327178-36,Early Stage VC,,,,
327186-55,Early Stage VC,,,,
327214-00,Early Stage VC,,,,
327214-18,Early Stage VC,,,,
327216-34,Early Stage VC,,,,
327216-52,Early Stage VC,,,,
327216-88,Early Stage VC,,,,
327217-06,Early Stage VC,,,,
327218-86,Early Stage VC,,,,
327218-95,Early Stage VC,,,,
327219-13,Early Stage VC,,,,
327220-39,Early Stage VC,,,,
327221-11,Early Stage VC,,,,
327221-29,Early Stage VC,,,,
327221-47,Early Stage VC,,,,
327222-28,Early Stage VC,,,,
327223-09,Early Stage VC,,,,
327223-54,Early Stage VC,,,,
327224-08,Early Stage VC,,,,
327224-80,Early Stage VC,,,,
327225-88,Early Stage VC,,,,
327226-06,Early Stage VC,,,,
327226-15,Early Stage VC,,,,
327226-24,Early Stage VC,,,,
327229-39,Early Stage VC,,,,
327232-27,Early Stage VC,,,,
327232-63,Early Stage VC,,,,
327234-79,Early Stage VC,,,,
327239-47,Early Stage VC,,,,
327239-92,Early Stage VC,,,,
327241-09,Early Stage VC,,,,
327241-63,Early Stage VC,,,,
327241-81,Early Stage VC,,,,
327242-08,Early Stage VC,,,,
327242-53,Early Stage VC,,,,
327242-71,Early Stage VC,,,,
327243-43,Early Stage VC,,,,
327244-78,Early Stage VC,,,,
327245-86,Early Stage VC,,,,
327246-13,Early Stage VC,,,,
327252-88,Early Stage VC,,,,
327253-78,Early Stage VC,,,,
327254-05,Early Stage VC,,,,
327258-55,Early Stage VC,,,,
327259-00,Early Stage VC,,,,
327260-08,Early Stage VC,,,,
327266-20,Early Stage VC,,,,
327266-83,Early Stage VC,,,,
327268-09,Early Stage VC,,,,
327272-41,Early Stage VC,,,,
327273-58,Early Stage VC,,,,
327273-67,Early Stage VC,,,,
327274-84,Early Stage VC,,,,
327277-45,Early Stage VC,,,,
327278-26,Early Stage VC,,,,
327278-98,Early Stage VC,,,,
327279-16,Early Stage VC,,,,
327279-34,Early Stage VC,,,,
327279-52,Early Stage VC,,,,
327279-79,Early Stage VC,,,,
327279-88,Early Stage VC,,,,
327285-10,Early Stage VC,,,,
327292-57,Early Stage VC,,,,
327295-54,Early Stage VC,,,,
327296-71,Early Stage VC,,,,
327296-98,Early Stage VC,,,,
327300-85,Early Stage VC,,,,
327304-63,Early Stage VC,,,,
327305-80,Early Stage VC,,,,
327306-70,Early Stage VC,,,,
327308-95,Early Stage VC,,,,
327309-67,Early Stage VC,,,,
327310-03,Early Stage VC,,,,
327310-93,Early Stage VC,,,,
327312-10,Early Stage VC,,,,
327312-19,Early Stage VC,,,,
327312-28,Early Stage VC,,,,
327312-37,Early Stage VC,,,,
327313-09,Early Stage VC,,,,
327313-27,Early Stage VC,,,,
327317-77,Early Stage VC,,,,
327317-86,Early Stage VC,,,,
327318-40,Early Stage VC,,,,
327319-12,Early Stage VC,,,,
327319-66,Early Stage VC,,,,
327319-75,Early Stage VC,,,,
327320-83,Early Stage VC,,,,
327321-91,Early Stage VC,,,,
327322-09,Early Stage VC,,,,
327322-27,Early Stage VC,,,,
327322-36,Early Stage VC,,,,
327322-45,Early Stage VC,,,,
327322-54,Early Stage VC,,,,
327322-63,Early Stage VC,,,,
327322-81,Early Stage VC,,,,
327322-90,Early Stage VC,,,,
327322-99,Early Stage VC,,,,
327323-08,Early Stage VC,,,,
327325-96,Early Stage VC,,,,
327327-85,Early Stage VC,,,,
327328-21,Early Stage VC,,,,
327329-92,Early Stage VC,,,,
327331-45,Early Stage VC,,,,
327335-23,Early Stage VC,,,,
327336-94,Early Stage VC,,,,
327337-84,Early Stage VC,,,,
327338-56,Early Stage VC,,,,
327340-27,Early Stage VC,,,,
327340-36,Early Stage VC,,,,
327344-95,Early Stage VC,,,,
327349-36,Early Stage VC,,,,
327350-80,Early Stage VC,,,,
327352-24,Early Stage VC,,,,
327353-50,Early Stage VC,,,,
327354-67,Early Stage VC,,,,
327359-89,Early Stage VC,,,,
327360-34,Early Stage VC,,,,
327361-15,Early Stage VC,,,,
327366-73,Early Stage VC,,,,
327366-91,Early Stage VC,,,,
327369-25,Early Stage VC,,,,
327371-14,Early Stage VC,,,,
327371-23,Early Stage VC,,,,
327371-59,Early Stage VC,,,,
327372-58,Early Stage VC,,,,
327375-55,Early Stage VC,,,,
327377-17,Early Stage VC,,,,
327378-16,Early Stage VC,,,,
327382-03,Early Stage VC,,,,
327383-38,Early Stage VC,,,,
327386-89,Early Stage VC,,,,
327387-61,Early Stage VC,,,,
327388-24,Early Stage VC,,,,
327389-77,Early Stage VC,,,,
327390-22,Early Stage VC,,,,
327391-39,Early Stage VC,,,,
327391-84,Early Stage VC,,,,
327392-20,Early Stage VC,,,,
327394-81,Early Stage VC,,,,
327396-61,Early Stage VC,,,,
327396-79,Early Stage VC,,,,
327397-33,Early Stage VC,,,,
327397-87,Early Stage VC,,,,
327398-41,Early Stage VC,,,,
327398-68,Early Stage VC,,,,
327407-14,Early Stage VC,,,,
327412-09,Early Stage VC,,,,
327412-36,Early Stage VC,,,,
327412-54,Early Stage VC,,,,
327412-81,Early Stage VC,,,,
327413-08,Early Stage VC,,,,
327415-33,Early Stage VC,,,,
327415-78,Early Stage VC,,,,
327416-77,Early Stage VC,,,,
327416-95,Early Stage VC,,,,
327421-81,Early Stage VC,,,,
327426-85,Early Stage VC,,,,
327428-20,Early Stage VC,,,,
327428-65,Early Stage VC,,,,
327430-09,Early Stage VC,,,,
327434-59,Early Stage VC,,,,
327435-04,Early Stage VC,,,,
327436-93,Early Stage VC,,,,
327439-09,Early Stage VC,,,,
327443-95,Early Stage VC,,,,
327446-83,Early Stage VC,,,,
327447-19,Early Stage VC,,,,
327448-00,Early Stage VC,,,,
327448-72,Early Stage VC,,,,
327449-08,Early Stage VC,,,,
327449-17,Early Stage VC,,,,
327449-53,Early Stage VC,,,,
327449-89,Early Stage VC,,,,
327450-79,Early Stage VC,,,,
327451-15,Early Stage VC,,,,
327454-30,Early Stage VC,,,,
327456-82,Early Stage VC,,,,
327457-09,Early Stage VC,,,,
327457-45,Early Stage VC,,,,
327459-97,Early Stage VC,,,,
327461-05,Early Stage VC,,,,
327465-28,Early Stage VC,,,,
327465-55,Early Stage VC,,,,
327471-31,Early Stage VC,,,,
327472-12,Early Stage VC,,,,
327474-55,Early Stage VC,,,,
327476-71,Early Stage VC,,,,
327477-52,Early Stage VC,,,,
327481-21,Early Stage VC,,,,
327481-30,Early Stage VC,,,,
327481-57,Early Stage VC,,,,
327481-66,Early Stage VC,,,,
327482-74,Early Stage VC,,,,
327484-00,Early Stage VC,,,,
327489-13,Early Stage VC,,,,
327489-94,Early Stage VC,,,,
327491-02,Early Stage VC,,,,
327492-73,Early Stage VC,,,,
327493-63,Early Stage VC,,,,
327494-62,Early Stage VC,,,,
327494-89,Early Stage VC,,,,
327496-06,Early Stage VC,,,,
327496-78,Early Stage VC,,,,
327497-86,Early Stage VC,,,,
327498-85,Early Stage VC,,,,
327499-57,Early Stage VC,,,,
327506-05,Early Stage VC,,,,
327508-30,Early Stage VC,,,,
