CompanyID,baseline,2.0yr,2.5yr,3.0yr,3.9yr
279625-24,Early Stage VC,,,,
279625-78,Early Stage VC,,,,
279626-41,Early Stage VC,,,,
279626-86,Early Stage VC,,,,
279627-22,Early Stage VC,,,,
279627-49,Early Stage VC,,,,
279627-67,Early Stage VC,,,,
279628-66,Early Stage VC,,,,
279630-10,Early Stage VC,,,,
279631-00,Early Stage VC,,,,
279632-44,Early Stage VC,,,,
279632-53,Early Stage VC,,,,
279632-62,Early Stage VC,,,,
279633-43,Early Stage VC,,,,
279633-97,Early Stage VC,,,,
279634-42,Early Stage VC,,,,
279634-78,Early Stage VC,,,,
279634-96,Early Stage VC,,,,
279636-22,Early Stage VC,,,,
279636-67,Early Stage VC,,,,
279637-84,Early Stage VC,,,,
279638-11,Early Stage VC,,,,
279638-29,Early Stage VC,,,,
279639-82,Early Stage VC,,,,
279640-00,Early Stage VC,,,,
279641-44,Early Stage VC,,,,
279641-62,Early Stage VC,,,,
279641-98,Early Stage VC,,,,
279644-23,Early Stage VC,,,,
279645-04,Early Stage VC,,,,
279645-94,Early Stage VC,,,,
279649-72,Early Stage VC,,,,
279650-89,Early Stage VC,,,,
279652-51,Early Stage VC,,,,
279654-04,Early Stage VC,,,,
279654-22,Early Stage VC,,,,
279656-74,Early Stage VC,,,,
279656-83,Early Stage VC,,,,
279657-01,Early Stage VC,,,,
279657-10,Early Stage VC,,,,
279657-55,Early Stage VC,,,,
279657-91,Early Stage VC,,,,
279658-00,Early Stage VC,,,,
279658-45,Early Stage VC,,,,
279660-07,Early Stage VC,,,,
279661-24,Early Stage VC,,,,
279665-56,Early Stage VC,,,,
279665-83,Early Stage VC,,,,
279666-73,Early Stage VC,,,,
279667-00,Early Stage VC,,,,
279667-63,Early Stage VC,,,,
279668-98,Early Stage VC,,,,
279669-52,Early Stage VC,,,,
279670-15,Early Stage VC,,,,
279670-78,Early Stage VC,,,,
279672-58,Early Stage VC,,,,
279672-94,Early Stage VC,,,,
279673-03,Early Stage VC,,,,
279673-39,Early Stage VC,,,,
279673-57,Early Stage VC,,,,
279675-28,Early Stage VC,,,,
279675-46,Early Stage VC,,,,
279676-63,Early Stage VC,,,,
279677-17,Early Stage VC,,,,
279677-62,Early Stage VC,,,,
279677-71,Early Stage VC,,,,
279677-89,Early Stage VC,,,,
279682-75,Early Stage VC,,,,
279685-27,Early Stage VC,,,,
279685-99,Early Stage VC,,,,
279686-26,Early Stage VC,,,,
279686-35,Early Stage VC,,,,
279687-97,Early Stage VC,,,,
279690-40,Early Stage VC,,,,
279690-49,Early Stage VC,,,,
279690-94,Early Stage VC,,,,
279692-11,Early Stage VC,,,,
279692-38,Early Stage VC,,,,
279694-00,Early Stage VC,,,,
279694-63,Early Stage VC,,,,
279695-17,Early Stage VC,,,,
279695-26,Early Stage VC,,,,
279699-85,Early Stage VC,,,,
279701-29,Early Stage VC,,,,
279702-46,Early Stage VC,,,,
279702-64,Early Stage VC,,,,
279703-36,Early Stage VC,,,,
279704-26,Early Stage VC,,,,
279704-71,Early Stage VC,,,,
279706-42,Early Stage VC,,,,
279707-95,Early Stage VC,,,,
279709-57,Early Stage VC,,,,
279711-19,Early Stage VC,,,,
279711-46,Early Stage VC,,,,
279712-36,Early Stage VC,,,,
279713-71,Early Stage VC,,,,
279714-43,Early Stage VC,,,,
279715-42,Early Stage VC,,,,
279718-03,Early Stage VC,,,,
279718-48,Early Stage VC,,,,
279719-11,Early Stage VC,,,,
279719-38,Early Stage VC,,,,
279719-65,Early Stage VC,,,,
279719-74,Early Stage VC,,,,
279720-10,Early Stage VC,,,,
279720-28,Early Stage VC,,,,
279720-37,Early Stage VC,,,,
279720-46,Early Stage VC,,,,
279721-36,Early Stage VC,,,,
279721-54,Early Stage VC,,,,
279721-81,Early Stage VC,,,,
279724-33,Early Stage VC,,,,
279726-67,Early Stage VC,,,,
279727-93,Early Stage VC,,,,
279728-74,Early Stage VC,,,,
279728-92,Early Stage VC,,,,
279730-81,Early Stage VC,,,,
279732-16,Early Stage VC,,,,
279732-61,Early Stage VC,,,,
279733-60,Early Stage VC,,,,
279734-32,Early Stage VC,,,,
279735-76,Early Stage VC,,,,
279738-73,Early Stage VC,,,,
279740-80,Early Stage VC,,,,
279743-41,Early Stage VC,,,,
279749-89,Early Stage VC,,,,
279750-52,Early Stage VC,,,,
279750-61,Early Stage VC,,,,
279751-69,Early Stage VC,,,,
279752-59,Early Stage VC,,,,
279752-95,Early Stage VC,,,,
279754-21,Early Stage VC,,,,
279754-84,Early Stage VC,,,,
279754-93,Early Stage VC,,,,
279755-20,Early Stage VC,,,,
279755-38,Early Stage VC,,,,
279755-56,Early Stage VC,,,,
279755-74,Early Stage VC,,,,
279756-37,Early Stage VC,,,,
279756-55,Early Stage VC,,,,
279756-91,Early Stage VC,,,,
279757-90,Early Stage VC,,,,
279757-99,Early Stage VC,,,,
279758-35,Early Stage VC,,,,
279759-25,Early Stage VC,,,,
279759-34,Early Stage VC,,,,
279759-43,Early Stage VC,,,,
279759-70,Early Stage VC,,,,
279759-97,Early Stage VC,,,,
279762-58,Early Stage VC,,,,
279763-84,Early Stage VC,,,,
279763-93,Early Stage VC,,,,
279764-56,Early Stage VC,,,,
279764-65,Early Stage VC,,,,
279766-99,Early Stage VC,,,,
279767-08,Early Stage VC,,,,
279767-35,Early Stage VC,,,,
279768-43,Early Stage VC,,,,
279768-97,Early Stage VC,,,,
279769-42,Early Stage VC,,,,
279770-59,Early Stage VC,,,,
279772-84,Early Stage VC,,,,
279775-81,Early Stage VC,,,,
279777-79,Early Stage VC,,,,
279777-97,Early Stage VC,,,,
279778-60,Early Stage VC,,,,
279778-96,Early Stage VC,,,,
279779-32,Early Stage VC,,,,
279782-11,Early Stage VC,,,,
279782-38,Early Stage VC,,,,
279782-47,Early Stage VC,,,,
279782-83,Early Stage VC,,,,
279783-82,Early Stage VC,,,,
279784-45,Early Stage VC,,,,
279784-99,Early Stage VC,,,,
279787-60,Early Stage VC,,,,
279787-87,Early Stage VC,,,,
279788-32,Early Stage VC,,,,
279790-21,Early Stage VC,,,,
279794-44,Early Stage VC,,,,
279794-80,Early Stage VC,,,,
279796-42,Early Stage VC,,,,
279796-60,Early Stage VC,,,,
279797-68,Early Stage VC,,,,
279799-12,Early Stage VC,,,,
279800-29,Early Stage VC,,,,
279800-38,Early Stage VC,,,,
279800-65,Early Stage VC,,,,
279801-28,Early Stage VC,,,,
279801-46,Early Stage VC,,,,
279803-62,Early Stage VC,,,,
279804-34,Early Stage VC,,,,
279805-06,Early Stage VC,,,,
279806-59,Early Stage VC,,,,
279808-39,Early Stage VC,,,,
279809-11,Early Stage VC,,,,
279809-92,Early Stage VC,,,,
279811-81,Early Stage VC,,,,
279811-99,Early Stage VC,,,,
279814-69,Early Stage VC,,,,
279815-05,Early Stage VC,,,,
279815-14,Early Stage VC,,,,
279815-59,Early Stage VC,,,,
279815-68,Early Stage VC,,,,
279816-49,Early Stage VC,,,,
279816-58,Early Stage VC,,,,
279817-66,Early Stage VC,,,,
279819-91,Early Stage VC,,,,
279820-99,Early Stage VC,,,,
279821-44,Early Stage VC,,,,
279821-89,Early Stage VC,,,,
279823-78,Early Stage VC,,,,
279825-49,Early Stage VC,,,,
279826-21,Early Stage VC,,,,
279829-36,Early Stage VC,,,,
279829-63,Early Stage VC,,,,
279831-25,Early Stage VC,,,,
279832-60,Early Stage VC,,,,
279832-96,Early Stage VC,,,,
279834-94,Early Stage VC,,,,
279838-27,Early Stage VC,,,,
279839-35,Early Stage VC,,,,
279840-70,Early Stage VC,,,,
279842-23,Early Stage VC,,,,
279842-41,Early Stage VC,,,,
279842-86,Early Stage VC,,,,
279843-22,Early Stage VC,,,,
279843-49,Early Stage VC,,,,
279843-58,Early Stage VC,,,,
279844-03,Early Stage VC,,,,
279844-21,Early Stage VC,,,,
279844-66,Early Stage VC,,,,
279846-01,Early Stage VC,,,,
279847-99,Early Stage VC,,,,
279852-13,Early Stage VC,,,,
279853-12,Early Stage VC,,,,
279856-00,Early Stage VC,,,,
279858-25,Early Stage VC,,,,
279859-42,Early Stage VC,,,,
279859-51,Early Stage VC,,,,
279859-78,Early Stage VC,,,,
279859-87,Early Stage VC,,,,
279860-05,Early Stage VC,,,,
279860-14,Early Stage VC,,,,
279860-32,Early Stage VC,,,,
279862-39,Early Stage VC,,,,
279863-65,Early Stage VC,,,,
279863-83,Early Stage VC,,,,
279865-99,Early Stage VC,,,,
279866-71,Early Stage VC,,,,
279866-98,Early Stage VC,,,,
279867-52,Early Stage VC,,,,
279868-60,Early Stage VC,,,,
279869-05,Early Stage VC,,,,
279870-31,Early Stage VC,,,,
279870-49,Early Stage VC,,,,
279870-58,Early Stage VC,,,,
279870-85,Early Stage VC,,,,
279873-37,Early Stage VC,,,,
279876-07,Early Stage VC,,,,
279876-16,Early Stage VC,,,,
279876-88,Early Stage VC,,,,
279880-12,Early Stage VC,,,,
279881-11,Early Stage VC,,,,
279882-19,Early Stage VC,,,,
279883-54,Early Stage VC,,,,
279884-17,Early Stage VC,,,,
279884-53,Early Stage VC,,,,
279886-78,Early Stage VC,,,,
279889-12,Early Stage VC,,,,
279891-01,Early Stage VC,,,,
279896-14,Early Stage VC,,,,
279897-94,Early Stage VC,,,,
279899-92,Early Stage VC,,,,
279903-07,Early Stage VC,,,,
279903-43,Early Stage VC,,,,
279905-05,Early Stage VC,,,,
279907-03,Early Stage VC,,,,
279907-12,Early Stage VC,,,,
279907-39,Early Stage VC,,,,
279907-57,Early Stage VC,,,,
279909-46,Early Stage VC,,,,
279909-73,Early Stage VC,,,,
279910-36,Early Stage VC,,,,
279910-72,Early Stage VC,,,,
279911-26,Early Stage VC,,,,
279911-89,Early Stage VC,,,,
279912-16,Early Stage VC,,,,
279912-70,Early Stage VC,,,,
279912-88,Early Stage VC,,,,
279913-51,Early Stage VC,,,,
279916-75,Early Stage VC,,,,
279919-27,Early Stage VC,,,,
279920-35,Early Stage VC,,,,
279921-97,Early Stage VC,,,,
279922-60,Early Stage VC,,,,
279924-31,Early Stage VC,,,,
279928-09,Early Stage VC,,,,
279928-54,Early Stage VC,,,,
279929-44,Early Stage VC,,,,
279930-34,Early Stage VC,,,,
279932-50,Early Stage VC,,,,
279935-20,Early Stage VC,,,,
279936-73,Early Stage VC,,,,
279936-82,Early Stage VC,,,,
279937-81,Early Stage VC,,,,
279938-26,Early Stage VC,,,,
279939-34,Early Stage VC,,,,
279939-52,Early Stage VC,,,,
279939-79,Early Stage VC,,,,
279940-51,Early Stage VC,,,,
279941-77,Early Stage VC,,,,
279942-85,Early Stage VC,,,,
279943-03,Early Stage VC,,,,
279943-30,Early Stage VC,,,,
279943-75,Early Stage VC,,,,
279943-84,Early Stage VC,,,,
279944-02,Early Stage VC,,,,
279944-38,Early Stage VC,,,,
279944-65,Early Stage VC,,,,
279944-83,Early Stage VC,,,,
279945-19,Early Stage VC,,,,
279945-73,Early Stage VC,,,,
279949-15,Early Stage VC,,,,
279950-32,Early Stage VC,,,,
279950-95,Early Stage VC,,,,
279952-12,Early Stage VC,,,,
279952-30,Early Stage VC,,,,
279953-29,Early Stage VC,,,,
279953-47,Early Stage VC,,,,
279953-56,Early Stage VC,,,,
279953-92,Early Stage VC,,,,
279955-81,Early Stage VC,,,,
279956-35,Early Stage VC,,,,
279957-07,Early Stage VC,,,,
279959-59,Early Stage VC,,,,
279959-77,Early Stage VC,,,,
279961-21,Early Stage VC,,,,
279961-93,Early Stage VC,,,,
279962-56,Early Stage VC,,,,
279962-83,Early Stage VC,,,,
279963-28,Early Stage VC,,,,
279963-82,Early Stage VC,,,,
279964-45,Early Stage VC,,,,
279964-90,Early Stage VC,,,,
279964-99,Early Stage VC,,,,
279965-26,Early Stage VC,,,,
279965-53,Early Stage VC,,,,
279965-71,Early Stage VC,,,,
279966-79,Early Stage VC,,,,
279966-97,Early Stage VC,,,,
279968-86,Early Stage VC,,,,
279969-13,Early Stage VC,,,,
279969-22,Early Stage VC,,,,
279970-30,Early Stage VC,,,,
279974-08,Early Stage VC,,,,
279974-89,Early Stage VC,,,,
279975-16,Early Stage VC,,,,
279980-92,Early Stage VC,,,,
279983-71,Early Stage VC,,,,
279983-80,Early Stage VC,,,,
279984-79,Early Stage VC,,,,
279984-88,Early Stage VC,,,,
279985-69,Early Stage VC,,,,
279987-40,Early Stage VC,,,,
279987-58,Early Stage VC,,,,
279987-67,Early Stage VC,,,,
279988-84,Early Stage VC,,,,
279989-02,Early Stage VC,,,,
279989-83,Early Stage VC,,,,
280048-33,Early Stage VC,,,,
280050-13,Early Stage VC,,,,
280062-64,Early Stage VC,,,,
280063-18,Early Stage VC,,,,
280086-13,Early Stage VC,,,,
280111-15,Early Stage VC,,,,
280125-73,Early Stage VC,,,,
280129-15,Early Stage VC,,,,
280132-48,Early Stage VC,,,,
280133-65,Early Stage VC,,,,
280151-11,Early Stage VC,,,,
280154-98,Early Stage VC,,,,
280161-46,Early Stage VC,,,,
280179-28,Early Stage VC,,,,
280206-10,Early Stage VC,,,,
280322-92,Early Stage VC,,,,
280328-59,Early Stage VC,,,,
280331-65,Early Stage VC,,,,
280341-64,Early Stage VC,,,,
280344-43,Early Stage VC,,,,
280376-11,Early Stage VC,,,,
280411-03,Early Stage VC,,,,
280735-12,Early Stage VC,,,,
280740-43,Early Stage VC,,,,
280750-51,Early Stage VC,,,,
280755-46,Early Stage VC,,,,
280841-05,Early Stage VC,,,,
280850-95,Early Stage VC,,,,
280917-46,Early Stage VC,,,,
281086-75,Early Stage VC,,,,
281123-11,Early Stage VC,,,,
281123-65,Early Stage VC,,,,
281132-92,Early Stage VC,,,,
281139-85,Early Stage VC,,,,
281172-43,Early Stage VC,,,,
281245-06,Early Stage VC,,,,
281566-72,Early Stage VC,,,,
281743-21,Early Stage VC,,,,
282266-56,Early Stage VC,,,,
282339-46,Early Stage VC,,,,
282847-69,Early Stage VC,,,,
282888-91,Early Stage VC,,,,
283739-77,Early Stage VC,,,,
283744-54,Early Stage VC,,,,
284182-66,Early Stage VC,,,,
284658-40,Early Stage VC,,,,
285005-53,Early Stage VC,,,,
285223-42,Early Stage VC,,,,
285584-95,Early Stage VC,,,,
285732-10,Early Stage VC,,,,
285743-71,Early Stage VC,,,,
287223-04,Early Stage VC,,,,
287245-54,Early Stage VC,,,,
287373-52,Early Stage VC,,,,
287397-73,Early Stage VC,,,,
287537-95,Early Stage VC,,,,
287579-89,Early Stage VC,,,,
287583-40,Early Stage VC,,,,
287597-08,Early Stage VC,,,,
287598-16,Early Stage VC,,,,
287604-19,Early Stage VC,,,,
287638-48,Early Stage VC,,,,
287647-93,Early Stage VC,,,,
287668-72,Early Stage VC,,,,
287680-15,Early Stage VC,,,,
287692-84,Early Stage VC,,,,
287793-73,Early Stage VC,,,,
287820-55,Early Stage VC,,,,
287844-40,Early Stage VC,,,,
287846-38,Early Stage VC,,,,
287860-87,Early Stage VC,,,,
287864-11,Early Stage VC,,,,
287900-56,Early Stage VC,,,,
287915-95,Early Stage VC,,,,
287945-02,Early Stage VC,,,,
288149-32,Early Stage VC,,,,
288167-41,Early Stage VC,,,,
288168-13,Early Stage VC,,,,
288173-62,Early Stage VC,,,,
288175-51,Early Stage VC,,,,
288181-63,Early Stage VC,,,,
288182-80,Early Stage VC,,,,
288213-94,Early Stage VC,,,,
288259-39,Early Stage VC,,,,
288265-78,Early Stage VC,,,,
288274-06,Early Stage VC,,,,
288290-53,Early Stage VC,,,,
288490-60,Early Stage VC,,,,
288508-33,Early Stage VC,,,,
288538-57,Early Stage VC,,,,
289322-02,Early Stage VC,,,,
289583-74,Early Stage VC,,,,
289628-20,Early Stage VC,,,,
289686-34,Early Stage VC,,,,
289696-42,Early Stage VC,,,,
289882-99,Early Stage VC,,,,
289932-58,Early Stage VC,,,,
289941-04,Early Stage VC,,,,
289974-97,Early Stage VC,,,,
289990-45,Early Stage VC,,,,
290006-47,Early Stage VC,,,,
290006-56,Early Stage VC,,,,
290062-72,Early Stage VC,,,,
290080-63,Early Stage VC,,,,
290099-35,Early Stage VC,,,,
290118-07,Early Stage VC,,,,
290161-81,Early Stage VC,,,,
290291-86,Early Stage VC,,,,
290293-48,Early Stage VC,,,,
290295-01,Early Stage VC,,,,
290301-49,Early Stage VC,,,,
290308-06,Early Stage VC,,,,
290407-87,Early Stage VC,,,,
290435-41,Early Stage VC,,,,
290460-79,Early Stage VC,,,,
290465-56,Early Stage VC,,,,
290550-52,Early Stage VC,,,,
290556-10,Early Stage VC,,,,
290564-56,Early Stage VC,,,,
290588-23,Early Stage VC,,,,
290626-66,Early Stage VC,,,,
290638-90,Early Stage VC,,,,
290661-76,Early Stage VC,,,,
290720-44,Early Stage VC,,,,
290742-76,Early Stage VC,,,,
290759-95,Early Stage VC,,,,
290804-50,Early Stage VC,,,,
290811-25,Early Stage VC,,,,
290831-50,Early Stage VC,,,,
290951-38,Early Stage VC,,,,
291134-08,Early Stage VC,,,,
291162-25,Early Stage VC,,,,
291254-95,Early Stage VC,,,,
291315-97,Early Stage VC,,,,
291353-32,Early Stage VC,,,,
291697-48,Early Stage VC,,,,
291713-14,Early Stage VC,,,,
292070-71,Early Stage VC,,,,
292142-26,Early Stage VC,,,,
292160-26,Early Stage VC,,,,
292182-49,Early Stage VC,,,,
292247-65,Early Stage VC,,,,
292344-85,Early Stage VC,,,,
292390-03,Early Stage VC,,,,
292433-32,Early Stage VC,,,,
292440-07,Early Stage VC,,,,
292443-58,Early Stage VC,,,,
292469-32,Early Stage VC,,,,
292533-49,Early Stage VC,,,,
292544-11,Early Stage VC,,,,
292553-47,Early Stage VC,,,,
292553-74,Early Stage VC,,,,
292600-18,Early Stage VC,,,,
292605-04,Early Stage VC,,,,
292631-59,Early Stage VC,,,,
292633-75,Early Stage VC,,,,
292644-28,Early Stage VC,,,,
292654-00,Early Stage VC,,,,
292656-70,Early Stage VC,,,,
292685-77,Early Stage VC,,,,
292690-81,Early Stage VC,,,,
292695-13,Early Stage VC,,,,
292726-00,Early Stage VC,,,,
292731-85,Early Stage VC,,,,
292750-30,Early Stage VC,,,,
292757-68,Early Stage VC,,,,
292778-74,Early Stage VC,,,,
292805-02,Early Stage VC,,,,
292811-14,Early Stage VC,,,,
292821-85,Early Stage VC,,,,
292837-87,Early Stage VC,,,,
292841-83,Early Stage VC,,,,
292854-70,Early Stage VC,,,,
292866-13,Early Stage VC,,,,
292886-65,Early Stage VC,,,,
292943-17,Early Stage VC,,,,
292945-33,Early Stage VC,,,,
293012-38,Early Stage VC,,,,
293039-11,Early Stage VC,,,,
293048-38,Early Stage VC,,,,
293050-90,Early Stage VC,,,,
293112-46,Early Stage VC,,,,
293345-65,Early Stage VC,,,,
293595-49,Early Stage VC,,,,
293599-27,Early Stage VC,,,,
293604-67,Early Stage VC,,,,
293605-39,Early Stage VC,,,,
293608-00,Early Stage VC,,,,
293614-75,Early Stage VC,,,,
293633-38,Early Stage VC,,,,
293645-98,Early Stage VC,,,,
293678-74,Early Stage VC,,,,
293738-68,Early Stage VC,,,,
293782-60,Early Stage VC,,,,
294085-72,Early Stage VC,,,,
294389-83,Early Stage VC,,,,
294419-44,Early Stage VC,,,,
294438-70,Early Stage VC,,,,
294446-08,Early Stage VC,,,,
294469-66,Early Stage VC,,,,
294472-99,Early Stage VC,,,,
294473-26,Early Stage VC,,,,
294476-23,Early Stage VC,,,,
294476-86,Early Stage VC,,,,
294479-38,Early Stage VC,,,,
294480-82,Early Stage VC,,,,
294481-81,Early Stage VC,,,,
294482-98,Early Stage VC,,,,
294483-25,Early Stage VC,,,,
294485-32,Early Stage VC,,,,
294485-50,Early Stage VC,,,,
294485-86,Early Stage VC,,,,
294486-04,Early Stage VC,,,,
294486-31,Early Stage VC,,,,
294487-84,Early Stage VC,,,,
294488-11,Early Stage VC,,,,
294488-20,Early Stage VC,,,,
294490-72,Early Stage VC,,,,
294490-99,Early Stage VC,,,,
294491-08,Early Stage VC,,,,
294491-26,Early Stage VC,,,,
294492-88,Early Stage VC,,,,
294493-06,Early Stage VC,,,,
294493-87,Early Stage VC,,,,
294494-77,Early Stage VC,,,,
294496-03,Early Stage VC,,,,
294496-30,Early Stage VC,,,,
294497-20,Early Stage VC,,,,
294500-44,Early Stage VC,,,,
294502-69,Early Stage VC,,,,
294502-78,Early Stage VC,,,,
294503-32,Early Stage VC,,,,
294503-68,Early Stage VC,,,,
294504-85,Early Stage VC,,,,
294505-93,Early Stage VC,,,,
294507-55,Early Stage VC,,,,
294507-82,Early Stage VC,,,,
294508-90,Early Stage VC,,,,
294510-16,Early Stage VC,,,,
294510-25,Early Stage VC,,,,
294510-52,Early Stage VC,,,,
294510-70,Early Stage VC,,,,
294510-88,Early Stage VC,,,,
294511-15,Early Stage VC,,,,
294511-60,Early Stage VC,,,,
294511-69,Early Stage VC,,,,
294511-87,Early Stage VC,,,,
294511-96,Early Stage VC,,,,
294512-05,Early Stage VC,,,,
294512-14,Early Stage VC,,,,
294512-23,Early Stage VC,,,,
294512-32,Early Stage VC,,,,
294512-41,Early Stage VC,,,,
294512-50,Early Stage VC,,,,
294512-68,Early Stage VC,,,,
294514-30,Early Stage VC,,,,
294514-39,Early Stage VC,,,,
294514-57,Early Stage VC,,,,
294516-37,Early Stage VC,,,,
294516-55,Early Stage VC,,,,
294536-71,Early Stage VC,,,,
294560-20,Early Stage VC,,,,
294745-96,Early Stage VC,,,,
294770-62,Early Stage VC,,,,
294790-69,Early Stage VC,,,,
294815-71,Early Stage VC,,,,
294821-83,Early Stage VC,,,,
294831-10,Early Stage VC,,,,
294846-40,Early Stage VC,,,,
294867-01,Early Stage VC,,,,
294939-64,Early Stage VC,,,,
294943-42,Early Stage VC,,,,
294948-37,Early Stage VC,,,,
294973-93,Early Stage VC,,,,
295151-32,Early Stage VC,,,,
295159-06,Early Stage VC,,,,
295278-31,Early Stage VC,,,,
295286-50,Early Stage VC,,,,
295318-27,Early Stage VC,,,,
295328-98,Early Stage VC,,,,
295444-72,Early Stage VC,,,,
295485-31,Early Stage VC,,,,
295506-19,Early Stage VC,,,,
295611-58,Early Stage VC,,,,
295612-48,Early Stage VC,,,,
295612-84,Early Stage VC,,,,
295623-28,Early Stage VC,,,,
295627-15,Early Stage VC,,,,
295630-39,Early Stage VC,,,,
295634-44,Early Stage VC,,,,
295636-60,Early Stage VC,,,,
295640-65,Early Stage VC,,,,
295643-89,Early Stage VC,,,,
295649-20,Early Stage VC,,,,
295653-61,Early Stage VC,,,,
295655-50,Early Stage VC,,,,
295657-30,Early Stage VC,,,,
295662-61,Early Stage VC,,,,
295665-67,Early Stage VC,,,,
295670-26,Early Stage VC,,,,
295690-96,Early Stage VC,,,,
295736-32,Early Stage VC,,,,
295986-34,Early Stage VC,,,,
295997-32,Early Stage VC,,,,
296004-79,Early Stage VC,,,,
296410-06,Early Stage VC,,,,
296424-55,Early Stage VC,,,,
296869-06,Early Stage VC,,,,
296874-82,Early Stage VC,,,,
297001-00,Early Stage VC,,,,
297397-63,Early Stage VC,,,,
298029-34,Early Stage VC,,,,
299102-32,Early Stage VC,,,,
299576-71,Early Stage VC,,,,
299647-54,Early Stage VC,,,,
299988-10,Early Stage VC,,,,
300160-18,Early Stage VC,,,,
300217-78,Early Stage VC,,,,
300219-94,Early Stage VC,,,,
300221-38,Early Stage VC,,,,
300226-51,Early Stage VC,,,,
300226-69,Early Stage VC,,,,
300226-78,Early Stage VC,,,,
300226-96,Early Stage VC,,,,
300229-75,Early Stage VC,,,,
300231-10,Early Stage VC,,,,
300231-37,Early Stage VC,,,,
300231-55,Early Stage VC,,,,
300231-73,Early Stage VC,,,,
300232-00,Early Stage VC,,,,
300232-63,Early Stage VC,,,,
300233-08,Early Stage VC,,,,
300233-26,Early Stage VC,,,,
300234-34,Early Stage VC,,,,
300234-97,Early Stage VC,,,,
300235-42,Early Stage VC,,,,
300236-50,Early Stage VC,,,,
300238-48,Early Stage VC,,,,
300239-11,Early Stage VC,,,,
300240-37,Early Stage VC,,,,
300241-00,Early Stage VC,,,,
300241-27,Early Stage VC,,,,
300242-26,Early Stage VC,,,,
300242-80,Early Stage VC,,,,
300242-89,Early Stage VC,,,,
300244-51,Early Stage VC,,,,
300245-59,Early Stage VC,,,,
300249-64,Early Stage VC,,,,
300250-90,Early Stage VC,,,,
300252-16,Early Stage VC,,,,
300252-25,Early Stage VC,,,,
300252-34,Early Stage VC,,,,
300252-70,Early Stage VC,,,,
300253-33,Early Stage VC,,,,
300253-87,Early Stage VC,,,,
300254-41,Early Stage VC,,,,
300254-68,Early Stage VC,,,,
300256-75,Early Stage VC,,,,
300257-11,Early Stage VC,,,,
300257-65,Early Stage VC,,,,
300257-83,Early Stage VC,,,,
300258-46,Early Stage VC,,,,
300258-73,Early Stage VC,,,,
300259-18,Early Stage VC,,,,
300259-45,Early Stage VC,,,,
300259-54,Early Stage VC,,,,
300259-81,Early Stage VC,,,,
300259-90,Early Stage VC,,,,
300259-99,Early Stage VC,,,,
300260-17,Early Stage VC,,,,
300260-35,Early Stage VC,,,,
300260-53,Early Stage VC,,,,
300260-62,Early Stage VC,,,,
300260-71,Early Stage VC,,,,
300260-89,Early Stage VC,,,,
300261-07,Early Stage VC,,,,
300261-16,Early Stage VC,,,,
300261-25,Early Stage VC,,,,
300262-96,Early Stage VC,,,,
300264-04,Early Stage VC,,,,
300264-85,Early Stage VC,,,,
300272-95,Early Stage VC,,,,
300273-13,Early Stage VC,,,,
300274-84,Early Stage VC,,,,
300276-37,Early Stage VC,,,,
300277-72,Early Stage VC,,,,
300278-71,Early Stage VC,,,,
300280-96,Early Stage VC,,,,
300284-11,Early Stage VC,,,,
300285-55,Early Stage VC,,,,
300285-64,Early Stage VC,,,,
300285-82,Early Stage VC,,,,
300287-17,Early Stage VC,,,,
300287-26,Early Stage VC,,,,
300288-70,Early Stage VC,,,,
300289-51,Early Stage VC,,,,
300291-58,Early Stage VC,,,,
300292-12,Early Stage VC,,,,
300292-66,Early Stage VC,,,,
300292-75,Early Stage VC,,,,
300294-46,Early Stage VC,,,,
300295-27,Early Stage VC,,,,
300298-96,Early Stage VC,,,,
300299-23,Early Stage VC,,,,
300299-59,Early Stage VC,,,,
300300-40,Early Stage VC,,,,
300300-76,Early Stage VC,,,,
300301-75,Early Stage VC,,,,
300302-83,Early Stage VC,,,,
300304-00,Early Stage VC,,,,
300304-72,Early Stage VC,,,,
300305-44,Early Stage VC,,,,
300306-97,Early Stage VC,,,,
300307-87,Early Stage VC,,,,
300310-66,Early Stage VC,,,,
300310-75,Early Stage VC,,,,
300310-84,Early Stage VC,,,,
300310-93,Early Stage VC,,,,
300311-92,Early Stage VC,,,,
300312-19,Early Stage VC,,,,
300312-73,Early Stage VC,,,,
300315-07,Early Stage VC,,,,
300315-43,Early Stage VC,,,,
300315-61,Early Stage VC,,,,
300317-05,Early Stage VC,,,,
300317-23,Early Stage VC,,,,
300323-35,Early Stage VC,,,,
300413-26,Early Stage VC,,,,
300416-68,Early Stage VC,,,,
300685-33,Early Stage VC,,,,
300738-70,Early Stage VC,,,,
300783-97,Early Stage VC,,,,
300805-12,Early Stage VC,,,,
300826-09,Early Stage VC,,,,
300827-53,Early Stage VC,,,,
300849-67,Early Stage VC,,,,
300931-75,Early Stage VC,,,,
300966-22,Early Stage VC,,,,
300969-37,Early Stage VC,,,,
300981-43,Early Stage VC,,,,
300998-80,Early Stage VC,,,,
301039-03,Early Stage VC,,,,
301101-67,Early Stage VC,,,,
301109-41,Early Stage VC,,,,
301126-69,Early Stage VC,,,,
301137-04,Early Stage VC,,,,
301158-64,Early Stage VC,,,,
301221-73,Early Stage VC,,,,
301228-93,Early Stage VC,,,,
301268-53,Early Stage VC,,,,
301345-03,Early Stage VC,,,,
